VDD,Ib,Lg1,Lg2,Lrf,Wcf,Wg1,Wg2,temperature,Pass/Fail,ACM_G,SR,CMRR,NOISE,PSRR,PhaseMargin_PM,BandWidth,Pass/Fail,Percentage
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,5E-06,1.5E-05,27,Fail,56.22,32300000,64.32,6.96E-05,-76.39,120.2,68300,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,5E-06,1.5E-05,125,Fail,55.09,31300000,63.17,8.14E-05,-76.5,111.5,61500,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1E-05,5E-06,27,Fail,57.55,33700000,77.71,5.66E-05,-85.76,113.7,77000,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1E-05,5E-06,125,Fail,56.61,34400000,75.93,6.76E-05,-86.92,112.9,67300,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1E-05,1E-05,27,Fail,58,34000000,68.57,5.65E-05,-80.37,104.2,72600,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1E-05,1E-05,125,Fail,56.86,33000000,67.14,6.75E-05,-80.74,114,64500,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1E-05,1.5E-05,27,Fail,58.14,33200000,66.12,5.65E-05,-78.61,96.93,70500,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1E-05,1.5E-05,125,Fail,56.87,33200000,64.71,6.75E-05,-78.68,112.8,63400,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,5E-06,27,Fail,58.54,35000000,78.96,5.1E-05,-87.62,95.62,78400,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,5E-06,125,Fail,57.52,35200000,77,6.17E-05,-89.37,111.5,68400,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,1E-05,27,Fail,58.99,35000000,69.72,5.1E-05,-82.51,81.39,73800,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,1E-05,125,Fail,57.78,33300000,68.15,6.16E-05,-83.33,111.1,65500,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,1.5E-05,27,Fail,59.14,33600000,67.26,5.09E-05,-80.83,75.67,71600,0,
2,1E-05,5E-07,2.8E-07,2E-05,3.5E-05,1.5E-05,1.5E-05,125,Fail,57.8,33700000,65.72,6.15E-05,-81.34,108.9,64400,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,5E-06,5E-06,27,Fail,60.69,63800000,61.18,7.01E-05,-93.84,36.35,229000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,5E-06,5E-06,125,Fail,59.88,66400000,62.48,8.23E-05,-97.14,36.87,200000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,5E-06,1E-05,27,Fail,61.7,61700000,68.07,7.01E-05,-83.98,37.69,195000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,5E-06,1E-05,125,Fail,60.96,64300000,72.82,8.23E-05,-85.23,38.6,169000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,5E-06,1.5E-05,27,Fail,62.15,59800000,74.96,7.01E-05,-81.24,37.71,175000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,5E-06,1.5E-05,125,Fail,61.35,62400000,111.1,8.23E-05,-81.79,38.71,153000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1E-05,5E-06,27,Fail,62.58,62300000,62.58,5.69E-05,-115.7,27.19,237000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1E-05,5E-06,125,Fail,61.63,65100000,63.46,6.8E-05,-114.2,27.25,206000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1E-05,1E-05,27,Fail,63.61,60500000,69.32,5.68E-05,-88.37,28.88,201000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1E-05,1E-05,125,Fail,62.73,63000000,73.32,6.8E-05,-89.4,29.39,174000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1E-05,1.5E-05,27,Fail,64.06,58900000,75.89,5.68E-05,-84.7,29.31,181000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1E-05,1.5E-05,125,Fail,63.12,61600000,97.52,6.8E-05,-85.22,30.18,157000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,5E-06,27,Fail,63.57,61700000,63.53,5.12E-05,-95.84,20.4,241000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,5E-06,125,Fail,62.53,64100000,64.19,6.2E-05,-96.82,21.34,210000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,1E-05,27,Fail,64.6,59500000,70.27,5.12E-05,-87.85,22.3,204000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,1E-05,125,Fail,63.64,62000000,74,6.19E-05,-89.11,23.22,177000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,1.5E-05,27,Fail,65.05,58000000,76.78,5.12E-05,-85.28,23.15,184000,0,
2,1E-05,5E-07,4.6E-07,5E-06,1.5E-05,1.5E-05,1.5E-05,125,Fail,64.04,60300000,96.1,6.19E-05,-86.31,23.96,160000,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,5E-06,27,Fail,60.68,50500000,61.18,7.02E-05,-93.83,63.1,88000,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,5E-06,125,Fail,59.88,52100000,62.48,8.25E-05,-97.14,62.31,76900,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,1E-05,27,Fail,61.7,50300000,68.07,7.01E-05,-83.98,66.36,77400,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,1E-05,125,Fail,60.96,51500000,72.74,8.24E-05,-84.89,65.55,67200,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,1.5E-05,27,Fail,62.15,49600000,74.92,7.01E-05,-81.25,66.9,72100,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,1.5E-05,125,Fail,61.35,50900000,111.4,8.23E-05,-81.79,65.98,62900,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,5E-06,27,Fail,62.58,49300000,62.58,5.69E-05,-115.7,56.11,91000,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,5E-06,125,Fail,61.63,50800000,63.46,6.82E-05,-114.2,55.29,79400,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,1E-05,27,Fail,63.61,48800000,69.32,5.69E-05,-88.37,59.73,79900,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,1E-05,125,Fail,62.73,50300000,73.32,6.81E-05,-89.4,59,69300,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,1.5E-05,27,Fail,64.06,48500000,75.89,5.68E-05,-84.7,60.39,74400,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,1.5E-05,125,Fail,63.12,49900000,97.52,6.8E-05,-85.21,59.6,64800,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,5E-06,27,Fail,63.57,48800000,63.53,5.13E-05,-95.84,50.74,92700,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,5E-06,125,Fail,62.53,49800000,64.19,6.21E-05,-96.82,50.68,80700,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1E-05,27,Fail,64.59,48500000,70.27,5.13E-05,-87.85,54.62,81300,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1E-05,125,Fail,63.64,49700000,74,6.2E-05,-89.11,54.58,70400,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1.5E-05,27,Fail,65.05,48000000,76.78,5.12E-05,-85.32,55.36,75700,0,
2,1E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1.5E-05,125,Fail,64.03,48900000,96.1,6.2E-05,-86.31,55.19,65800,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,5E-06,27,Fail,60.68,46600000,61.18,7.03E-05,-93.8,70.74,61700,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,5E-06,125,Fail,59.88,47400000,62.49,8.26E-05,-97.14,69.46,54000,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,1E-05,27,Fail,61.7,46000000,68.07,7.02E-05,-83.98,74.27,54700,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,1E-05,125,Fail,60.96,46500000,72.84,8.24E-05,-84.89,72.9,47400,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,1.5E-05,27,Fail,62.15,45400000,75,7.01E-05,-81.25,75.1,51300,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,1.5E-05,125,Fail,61.35,45700000,111.4,8.23E-05,-81.79,73.58,44700,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,5E-06,27,Fail,62.58,45700000,62.58,5.7E-05,-115.7,65.27,63800,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,5E-06,125,Fail,61.63,46600000,63.46,6.83E-05,-114.2,64.02,55700,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,1E-05,27,Fail,63.6,45000000,69.32,5.69E-05,-88.37,69.41,56500,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,1E-05,125,Fail,62.73,45500000,73.32,6.81E-05,-89.4,68.09,48900,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,1.5E-05,27,Fail,64.06,44900000,75.89,5.69E-05,-84.7,70.39,52900,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,1.5E-05,125,Fail,63.12,44800000,97.52,6.81E-05,-85.22,68.9,46000,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,5E-06,27,Fail,63.57,45000000,63.53,5.14E-05,-95.84,61.17,65000,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,5E-06,125,Fail,62.53,45700000,64.19,6.22E-05,-96.82,60.24,56700,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,1E-05,27,Fail,64.59,44400000,70.27,5.13E-05,-87.85,65.68,57400,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,1E-05,125,Fail,63.64,45000000,74,6.21E-05,-89.11,64.6,49700,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,1.5E-05,27,Fail,65.05,43900000,76.78,5.13E-05,-85.28,66.75,53800,0,
2,1E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,1.5E-05,125,Fail,64.03,44500000,96.1,6.2E-05,-86.31,65.51,46800,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,5E-06,27,Fail,60.68,38100000,61.18,7.03E-05,-93.84,75.81,45600,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,5E-06,125,Fail,59.88,38500000,62.48,8.27E-05,-97.14,74.21,39900,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,1E-05,27,Fail,61.7,37800000,68.07,7.02E-05,-83.98,79.37,40500,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,1E-05,125,Fail,60.96,37600000,72.84,8.24E-05,-84.89,77.66,35200,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,1.5E-05,27,Fail,62.15,36700000,74.98,7.01E-05,-81.23,80.34,38200,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,1.5E-05,125,Fail,61.35,36500000,111.4,8.23E-05,-81.79,78.48,33300,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,5E-06,27,Fail,62.58,38400000,62.58,5.71E-05,-115.7,71.63,47200,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,5E-06,125,Fail,61.63,38900000,63.46,6.84E-05,-114.2,70.01,41200,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,1E-05,27,Fail,63.6,37900000,69.32,5.69E-05,-88.37,75.92,41900,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,1E-05,125,Fail,62.72,38000000,73.32,6.82E-05,-89.4,74.13,36300,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,1.5E-05,27,Fail,64.06,37100000,75.89,5.69E-05,-84.7,77.13,39400,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,1.5E-05,125,Fail,63.12,37200000,97.52,6.81E-05,-85.22,75.12,34300,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,5E-06,27,Fail,63.56,38300000,63.53,5.15E-05,-95.77,68.54,48000,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,5E-06,125,Fail,62.53,38300000,64.19,6.24E-05,-96.82,66.96,41900,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1E-05,27,Fail,64.59,37800000,70.27,5.13E-05,-87.87,73.24,42600,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1E-05,125,Fail,63.64,37200000,74,6.22E-05,-89.11,71.46,36900,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1.5E-05,27,Fail,65.05,37100000,76.79,5.13E-05,-85.28,74.55,40100,0,
2,1E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1.5E-05,125,Fail,64.03,36000000,96.1,6.21E-05,-86.31,72.57,34900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,5E-06,27,Fail,60.69,64000000,61.18,7.01E-05,-93.84,47.07,229000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,5E-06,125,Fail,59.88,65800000,62.48,8.23E-05,-97.42,45.97,200000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1E-05,27,Fail,61.7,61300000,68.07,7.01E-05,-83.98,45.98,195000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1E-05,125,Fail,60.96,63800000,72.74,8.23E-05,-84.89,45.76,169000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1.5E-05,27,Fail,62.15,59600000,74.96,7.01E-05,-81.23,44.4,175000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1.5E-05,125,Fail,61.35,62300000,111.4,8.22E-05,-81.79,44.63,153000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,5E-06,27,Fail,62.58,62100000,62.58,5.68E-05,-115.7,37.54,236000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,5E-06,125,Fail,61.63,64500000,63.46,6.8E-05,-114.2,37,206000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1E-05,27,Fail,63.61,60000000,69.32,5.68E-05,-88.37,36.38,201000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1E-05,125,Fail,62.73,62600000,73.32,6.8E-05,-89.4,36.59,174000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1.5E-05,27,Fail,64.06,58500000,75.89,5.68E-05,-84.7,35.33,181000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1.5E-05,125,Fail,63.12,60800000,97.52,6.79E-05,-85.22,35.75,157000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,5E-06,27,Fail,63.57,61300000,63.53,5.12E-05,-96.74,30.25,241000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,5E-06,125,Fail,62.53,63300000,64.19,6.2E-05,-96.82,30.92,210000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1E-05,27,Fail,64.6,59300000,70.27,5.12E-05,-87.85,29.06,204000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1E-05,125,Fail,63.64,61500000,74,6.19E-05,-89.11,30.7,177000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1.5E-05,27,Fail,65.05,57800000,76.78,5.12E-05,-85.28,28.48,184000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1.5E-05,125,Fail,64.04,59900000,96.1,6.19E-05,-86.31,29.58,160000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,5E-06,27,Fail,60.68,50000000,61.18,7.02E-05,-93.84,83.55,87900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,5E-06,125,Fail,59.88,51500000,62.48,8.24E-05,-97.14,79.52,76900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1E-05,27,Fail,61.7,49600000,68.07,7.01E-05,-83.98,85.18,77400,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1E-05,125,Fail,60.96,51100000,72.74,8.23E-05,-84.89,81.7,67200,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1.5E-05,27,Fail,62.15,49300000,75,7.01E-05,-81.25,84.07,72100,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1.5E-05,125,Fail,61.35,50600000,111.4,8.22E-05,-81.79,80.94,62800,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,5E-06,27,Fail,62.58,48900000,62.58,5.69E-05,-115.2,78.14,91000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,5E-06,125,Fail,61.63,50400000,63.46,6.81E-05,-114.2,74.82,79300,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1E-05,27,Fail,63.61,48800000,69.32,5.68E-05,-88.37,78.6,79900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1E-05,125,Fail,62.73,50200000,73.32,6.8E-05,-89.4,76.78,69300,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1.5E-05,27,Fail,64.06,48200000,75.89,5.68E-05,-84.7,76.59,74400,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1.5E-05,125,Fail,63.12,49500000,97.52,6.8E-05,-85.2,75.68,64800,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,5E-06,27,Fail,63.57,48200000,63.53,5.13E-05,-95.84,72.75,92600,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,5E-06,125,Fail,62.53,49400000,64.19,6.2E-05,-96.82,70.6,80700,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1E-05,27,Fail,64.59,47900000,70.27,5.12E-05,-87.85,72.21,81200,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1E-05,125,Fail,63.64,49200000,74,6.2E-05,-89.11,72.3,70400,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1.5E-05,27,Fail,65.05,47600000,76.79,5.12E-05,-85.28,69.6,75600,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1.5E-05,125,Fail,64.03,48600000,96.1,6.19E-05,-86.31,70.96,65800,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,5E-06,27,Fail,60.68,45900000,61.18,7.02E-05,-93.84,94.01,61700,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,5E-06,125,Fail,59.88,46200000,62.48,8.24E-05,-97.42,88.73,53900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,1E-05,27,Fail,61.7,45300000,68.07,7E-05,-83.98,96.69,54700,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,1E-05,125,Fail,60.96,45500000,72.84,8.22E-05,-84.89,91.57,47400,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,1.5E-05,27,Fail,62.15,44800000,74.95,7E-05,-81.24,96.38,51200,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,1.5E-05,125,Fail,61.35,44900000,111.4,8.21E-05,-81.79,91.42,44700,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,5E-06,27,Fail,62.58,45300000,62.58,5.69E-05,-115.7,91.43,63800,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,5E-06,125,Fail,61.63,45700000,63.46,6.81E-05,-114.2,86.4,55700,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,1E-05,27,Fail,63.6,44900000,69.32,5.68E-05,-88.37,93.53,56400,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,1E-05,125,Fail,62.73,44900000,73.32,6.8E-05,-89.4,89.42,48900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,1.5E-05,27,Fail,64.06,44200000,75.89,5.68E-05,-84.7,92.38,52900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,1.5E-05,125,Fail,63.12,44500000,97.41,6.79E-05,-85.22,89.02,46000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,5E-06,27,Fail,63.57,44800000,63.53,5.13E-05,-95.84,87.94,65000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,5E-06,125,Fail,62.53,45000000,64.19,6.21E-05,-96.82,83.81,56600,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,1E-05,27,Fail,64.59,44200000,70.27,5.12E-05,-87.85,88.3,57400,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,1E-05,125,Fail,63.64,44500000,74,6.2E-05,-89.11,86.88,49700,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,1.5E-05,27,Fail,65.05,43700000,76.75,5.12E-05,-85.28,85.82,53800,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,1.5E-05,125,Fail,64.03,43800000,96.1,6.19E-05,-86.31,86.3,46800,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,5E-06,27,Fail,60.68,36000000,61.18,7.01E-05,-93.84,101,45600,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,5E-06,125,Fail,59.88,36300000,62.48,8.24E-05,-97.07,94.79,39900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,1E-05,27,Fail,61.7,35600000,68.07,7E-05,-83.98,104.2,40500,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,1E-05,125,Fail,60.96,35200000,72.77,8.2E-05,-84.89,97.89,35200,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,1.5E-05,27,Fail,62.15,35000000,74.97,6.99E-05,-81.23,104.4,38200,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,1.5E-05,125,Fail,61.35,33200000,111.4,8.2E-05,-81.79,98.12,33300,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,5E-06,27,Fail,62.58,37600000,62.58,5.69E-05,-115.8,101,47200,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,5E-06,125,Fail,61.63,37200000,63.46,6.82E-05,-114.2,94.34,41100,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,1E-05,27,Fail,63.6,36900000,69.32,5.68E-05,-88.37,104.4,41900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,1E-05,125,Fail,62.73,35400000,73.32,6.79E-05,-89.4,97.94,36300,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,1.5E-05,27,Fail,64.06,35900000,75.89,5.67E-05,-84.7,104.1,39400,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,1.5E-05,125,Fail,63.12,35300000,97.41,6.79E-05,-85.21,98.1,34300,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,5E-06,27,Fail,63.56,37200000,63.53,5.13E-05,-96.69,98.97,48000,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,5E-06,125,Fail,62.53,37400000,64.19,6.22E-05,-96.82,93.23,41800,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,1E-05,27,Fail,64.59,37000000,70.27,5.12E-05,-87.85,100.9,42600,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,1E-05,125,Fail,63.64,36300000,74,6.19E-05,-89.11,96.85,36900,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,1.5E-05,27,Fail,65.05,36400000,76.78,5.12E-05,-85.28,99.52,40100,0,
2,1E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,1.5E-05,125,Fail,64.03,35300000,96.1,6.19E-05,-86.31,96.85,34900,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,5E-06,27,Fail,60.69,63600000,61.18,7.01E-05,-93.84,42.14,229000,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,5E-06,125,Fail,59.88,66000000,62.48,8.23E-05,-97.14,41.68,200000,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,1E-05,27,Fail,61.7,61500000,68.07,7.01E-05,-83.98,42.32,195000,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,1E-05,125,Fail,60.96,64000000,72.85,8.23E-05,-84.89,42.47,169000,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,1.5E-05,27,Fail,62.15,59800000,74.96,7.01E-05,-81.23,41.4,175000,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,1.5E-05,125,Fail,61.35,62100000,111.4,8.23E-05,-81.79,41.93,153000,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,5E-06,27,Fail,62.58,62400000,62.58,5.68E-05,-115.7,33.04,236000,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,5E-06,125,Fail,61.63,64900000,63.46,6.8E-05,-114.2,32.33,206000,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,1E-05,27,Fail,63.61,60400000,69.32,5.68E-05,-88.37,33.38,201000,0,
2,1E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,1E-05,125,Fail,62.73,62900000,73.32,6.8E-05,-89.4,33.29,174000,0,
