VDD,Ib,Lg1,Lg2,Lrf,Wcf,Wg1,Wg2,temperature,Pass/Fail,ACM_G,SR,CMRR,NOISE,PSRR,PhaseMargin_PM,BandWidth,Pass/Fail,Percentage
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,1E-05,27,Fail,61.15,75500000,67.51,7.13E-05,-76.79,70.1,105000,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,1E-05,125,Fail,60.52,78000000,73.15,8.14E-05,-77.44,68.67,91100,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,1.5E-05,27,Fail,61.69,74600000,77.35,7.12E-05,-76.19,70.83,97000,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,5E-06,1.5E-05,125,Fail,61.05,76600000,81.72,8.14E-05,-76.58,69.43,84100,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,5E-06,27,Pass,62.09,73800000,60.62,5.69E-05,-83.52,60.04,124000,1,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,5E-06,125,Pass,61.05,76200000,61.27,6.6E-05,-84.77,58.1,111000,1,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,1E-05,27,Pass,63.18,73400000,68.46,5.68E-05,-81.43,63.71,109000,1,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,1E-05,125,Fail,62.4,75500000,72.82,6.59E-05,-82.61,62.36,94200,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,1.5E-05,27,Pass,63.72,72700000,77.15,5.67E-05,-80,64.49,100000,1,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1E-05,1.5E-05,125,Fail,62.94,74700000,88.53,6.58E-05,-80.87,63.27,86800,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,5E-06,27,Pass,63.16,72600000,61.42,5.05E-05,-85.22,54.75,127000,1,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,5E-06,125,Pass,62.04,75000000,61.8,5.92E-05,-86.1,53.15,113000,1,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1E-05,27,Pass,64.26,72100000,69.18,5.04E-05,-83.19,58.57,111000,1,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1E-05,125,Fail,63.4,74200000,73.09,5.91E-05,-84.47,57.71,95900,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1.5E-05,27,Pass,64.81,71900000,77.54,5.04E-05,-81.7,59.42,102000,1,
2,1.5E-05,5E-07,4.6E-07,5E-06,2.5E-05,1.5E-05,1.5E-05,125,Fail,63.94,73300000,93.45,5.9E-05,-82.72,58.67,88300,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,5E-06,27,Fail,60.07,69700000,59.31,7.14E-05,-77.62,74.72,84100,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,5E-06,125,Fail,59.19,70300000,60.51,8.16E-05,-78.15,72.37,74900,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,1E-05,27,Fail,61.15,68700000,67.51,7.13E-05,-76.79,78.39,74100,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,1E-05,125,Fail,60.51,69400000,73.15,8.14E-05,-77.44,76.36,64300,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,1.5E-05,27,Fail,61.69,67600000,77.35,7.12E-05,-76,79.39,68900,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,5E-06,1.5E-05,125,Fail,61.05,67900000,81.72,8.14E-05,-76.58,77.36,59800,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,5E-06,27,Fail,62.09,68500000,60.62,5.69E-05,-83.52,69.82,87300,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,5E-06,125,Fail,61.05,69600000,61.27,6.61E-05,-84.77,67.25,77600,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,1E-05,27,Fail,63.18,67500000,68.47,5.68E-05,-81.43,74.11,76700,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,1E-05,125,Fail,62.4,68300000,72.82,6.59E-05,-82.61,71.97,66500,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,1.5E-05,27,Fail,63.72,66300000,77.15,5.67E-05,-80,75.28,71400,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1E-05,1.5E-05,125,Fail,62.94,67200000,89.22,6.58E-05,-80.87,73.16,61700,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,5E-06,27,Fail,63.16,67200000,61.42,5.05E-05,-85.22,65.83,89100,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,5E-06,125,Fail,62.04,68100000,61.8,5.93E-05,-86.1,63.47,79100,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,1E-05,27,Fail,64.26,66300000,69.18,5.04E-05,-83.19,70.52,78200,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,1E-05,125,Fail,63.39,67200000,73.09,5.91E-05,-84.45,68.56,67700,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,1.5E-05,27,Fail,64.81,65700000,77.54,5.04E-05,-81.7,71.8,72700,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3E-05,1.5E-05,1.5E-05,125,Fail,63.94,66300000,93.45,5.91E-05,-82.72,69.86,62800,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,5E-06,27,Fail,60.07,56700000,59.31,7.14E-05,-77.62,79.97,62200,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,5E-06,125,Fail,59.19,54700000,60.51,8.17E-05,-78.15,77.33,55300,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,1E-05,27,Fail,61.15,54200000,67.51,7.13E-05,-76.79,83.68,55000,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,1E-05,125,Fail,60.51,54300000,73.15,8.14E-05,-77.44,81.29,47700,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,1.5E-05,27,Fail,61.69,53200000,77.4,7.12E-05,-76,84.83,51400,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,5E-06,1.5E-05,125,Fail,61.05,53700000,81.72,8.13E-05,-76.58,82.4,44500,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,5E-06,27,Fail,62.09,56500000,60.62,5.69E-05,-83.52,76.56,64500,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,5E-06,125,Fail,61.05,56900000,61.27,6.62E-05,-84.77,73.55,57300,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,1E-05,27,Fail,63.18,55200000,68.47,5.68E-05,-81.43,81.06,56900,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,1E-05,125,Fail,62.4,55500000,72.82,6.59E-05,-82.61,78.36,49400,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,1.5E-05,27,Fail,63.72,53400000,77.09,5.67E-05,-80,82.46,53200,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1E-05,1.5E-05,125,Fail,62.94,54300000,89.22,6.58E-05,-80.87,79.7,46000,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,5E-06,27,Fail,63.16,56700000,61.42,5.05E-05,-85.22,73.76,65900,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,5E-06,125,Fail,62.04,56600000,61.8,5.94E-05,-86.1,70.68,58400,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1E-05,27,Fail,64.26,55500000,69.18,5.04E-05,-83.19,78.72,58000,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1E-05,125,Fail,63.39,54800000,73.09,5.92E-05,-84.47,75.93,50300,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1.5E-05,27,Fail,64.81,54800000,77.54,5.04E-05,-81.53,80.26,54200,0,
2,1.5E-05,5E-07,4.6E-07,5E-06,3.5E-05,1.5E-05,1.5E-05,125,Fail,63.94,54300000,93.45,5.91E-05,-82.72,77.44,46800,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,5E-06,27,Fail,60.07,95400000,59.31,7.13E-05,-77.62,50.35,311000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,5E-06,125,Fail,59.19,98300000,60.51,8.15E-05,-78.15,48.98,277000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1E-05,27,Fail,61.15,91800000,67.51,7.12E-05,-76.79,48.18,264000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1E-05,125,Fail,60.52,95600000,73.15,8.14E-05,-77.44,48.31,229000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1.5E-05,27,Fail,61.69,89200000,77.35,7.12E-05,-76,46.32,235000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,5E-06,1.5E-05,125,Fail,61.05,92800000,81.72,8.14E-05,-76.58,47.05,204000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,5E-06,27,Fail,62.09,93000000,60.62,5.68E-05,-83.52,39.93,323000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,5E-06,125,Fail,61.05,96300000,61.27,6.6E-05,-84.77,39.25,286000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1E-05,27,Fail,63.18,90000000,68.47,5.68E-05,-81.43,37.34,273000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1E-05,125,Fail,62.4,93700000,72.82,6.58E-05,-82.61,38.27,236000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1.5E-05,27,Fail,63.72,87700000,77.15,5.67E-05,-80,36.01,244000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1E-05,1.5E-05,125,Fail,62.94,91400000,89.22,6.58E-05,-80.87,37.29,211000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,5E-06,27,Fail,63.16,91300000,61.42,5.04E-05,-85.22,31.86,329000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,5E-06,125,Fail,62.04,94900000,61.8,5.92E-05,-86.1,32.68,292000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1E-05,27,Fail,64.26,89000000,69.18,5.04E-05,-83.19,29.21,278000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1E-05,125,Fail,63.4,92300000,73.12,5.91E-05,-84.47,31.75,241000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1.5E-05,27,Fail,64.81,86500000,77.58,5.03E-05,-81.7,28.2,248000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,1.5E-05,1.5E-05,1.5E-05,125,Fail,63.94,89700000,93.45,5.9E-05,-82.72,30.52,214000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,5E-06,27,Fail,60.07,75300000,59.31,7.13E-05,-77.62,90.44,120000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,5E-06,125,Fail,59.19,77700000,60.51,8.15E-05,-78.15,85.96,107000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1E-05,27,Fail,61.15,74400000,67.51,7.12E-05,-76.79,90.73,105000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1E-05,125,Fail,60.52,77300000,73.15,8.14E-05,-77.44,88.27,91100,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1.5E-05,27,Fail,61.69,73800000,77.35,7.12E-05,-76.19,88.59,96900,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,5E-06,1.5E-05,125,Fail,61.05,75800000,81.72,8.13E-05,-76.58,87.35,84000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,5E-06,27,Pass,62.09,73600000,60.62,5.68E-05,-83.52,81.47,124000,1,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,5E-06,125,Pass,61.05,75400000,61.27,6.6E-05,-84.77,80.54,110000,1,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1E-05,27,Pass,63.18,73500000,68.47,5.67E-05,-81.43,76.54,109000,1,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1E-05,125,Fail,62.4,74400000,72.82,6.58E-05,-82.61,81.37,94200,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1.5E-05,27,Pass,63.72,72100000,77.15,5.67E-05,-80,71.8,100000,1,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1E-05,1.5E-05,125,Fail,62.94,73700000,89.22,6.58E-05,-80.87,79.33,86700,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,5E-06,27,Pass,63.16,72900000,61.42,5.05E-05,-85.22,72.23,127000,1,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,5E-06,125,Pass,62.04,74100000,61.8,5.92E-05,-86.1,75.11,113000,1,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1E-05,27,Pass,64.26,72000000,69.18,5.04E-05,-83.19,63.97,111000,1,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1E-05,125,Fail,63.4,73200000,73.09,5.91E-05,-84.46,74.12,95900,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1.5E-05,27,Pass,64.81,71000000,77.54,5.03E-05,-81.7,58.94,102000,1,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,2.5E-05,1.5E-05,1.5E-05,125,Fail,63.94,72700000,93.45,5.9E-05,-82.72,71.22,88300,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,5E-06,27,Fail,60.07,68200000,59.31,7.13E-05,-77.62,102.9,84100,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,5E-06,125,Fail,59.19,67500000,60.51,8.15E-05,-78.15,96.54,74900,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,1E-05,27,Fail,61.15,67000000,67.51,7.12E-05,-76.79,104.5,74100,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,1E-05,125,Fail,60.51,67200000,73.15,8.13E-05,-77.44,99.9,64300,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,1.5E-05,27,Fail,61.69,66100000,77.35,7.11E-05,-76,103,68900,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,5E-06,1.5E-05,125,Fail,61.05,66200000,81.72,8.12E-05,-76.58,99.8,59700,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,5E-06,27,Fail,62.09,67600000,60.62,5.68E-05,-83.52,95.93,87200,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,5E-06,125,Fail,61.05,67500000,61.27,6.6E-05,-84.77,94.12,77500,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,1E-05,27,Fail,63.18,66700000,68.47,5.67E-05,-81.43,89.25,76700,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,1E-05,125,Fail,62.4,67000000,72.82,6.58E-05,-82.61,96.79,66500,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,1.5E-05,27,Fail,63.72,65500000,77.15,5.67E-05,-80,82.3,71300,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1E-05,1.5E-05,125,Fail,62.94,65600000,89.22,6.58E-05,-80.87,95.26,61700,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,5E-06,27,Fail,63.16,66700000,61.42,5.05E-05,-85.22,85.45,89000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,5E-06,125,Fail,62.04,67200000,61.8,5.92E-05,-86.1,90.09,79000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,1E-05,27,Fail,64.26,66300000,69.18,5.04E-05,-83.19,72.9,78200,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,1E-05,125,Fail,63.39,66100000,73.09,5.91E-05,-84.47,90.06,67700,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,1.5E-05,27,Fail,64.81,65300000,77.54,5.03E-05,-81.7,65.42,72700,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3E-05,1.5E-05,1.5E-05,125,Fail,63.94,64600000,93.45,5.9E-05,-82.72,87.08,62800,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,5E-06,27,Fail,60.07,52100000,59.31,7.12E-05,-77.62,111.4,62100,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,5E-06,125,Fail,59.19,50100000,60.51,8.14E-05,-78.15,103.6,55300,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,1E-05,27,Fail,61.15,51000000,67.51,7.11E-05,-76.79,114.1,54900,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,1E-05,125,Fail,60.51,49100000,73.15,8.12E-05,-77.44,107.3,47700,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,1.5E-05,27,Fail,61.69,48200000,77.37,7.11E-05,-76,113.7,51300,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,5E-06,1.5E-05,125,Fail,61.05,47800000,81.72,8.11E-05,-76.58,107.7,44500,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,5E-06,27,Fail,62.09,53400000,60.62,5.68E-05,-83.52,107.1,64500,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,5E-06,125,Fail,61.05,53100000,61.27,6.6E-05,-84.77,104,57300,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,1E-05,27,Fail,63.18,53400000,68.46,5.67E-05,-81.43,98.28,56900,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,1E-05,125,Fail,62.39,51500000,72.82,6.58E-05,-82.61,107.3,49300,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,1.5E-05,27,Fail,63.72,52800000,77.15,5.66E-05,-80,88.39,53100,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1E-05,1.5E-05,125,Fail,62.94,51300000,89.22,6.57E-05,-80.87,106.8,46000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,5E-06,27,Fail,63.16,54300000,61.42,5.05E-05,-85.22,94.88,65800,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,5E-06,125,Fail,62.04,52900000,61.8,5.92E-05,-86.1,101.5,58400,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,1E-05,27,Fail,64.26,53000000,69.18,5.03E-05,-83.19,77.6,58000,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,1E-05,125,Fail,63.39,52400000,73.09,5.9E-05,-84.47,102.9,50200,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,1.5E-05,27,Fail,64.81,53300000,77.54,5.03E-05,-81.7,67.63,54100,0,
2,1.5E-05,5E-07,4.6E-07,1.5E-05,3.5E-05,1.5E-05,1.5E-05,125,Fail,63.94,51200000,93.45,5.9E-05,-82.72,99.49,46800,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,5E-06,27,Fail,60.07,94900000,59.31,7.13E-05,-77.62,45.01,311000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,5E-06,125,Fail,59.19,99000000,60.51,8.15E-05,-78.15,44.05,277000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,1E-05,27,Fail,61.15,92300000,67.51,7.12E-05,-76.79,44.66,264000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,1E-05,125,Fail,60.52,95900000,73.15,8.14E-05,-77.44,44.78,229000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,1.5E-05,27,Fail,61.69,89700000,77.35,7.12E-05,-76,43.93,235000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,5E-06,1.5E-05,125,Fail,61.05,93100000,81.72,8.14E-05,-76.58,44.22,204000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,5E-06,27,Fail,62.09,93400000,60.62,5.68E-05,-83.52,35.83,323000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,5E-06,125,Fail,61.05,96800000,61.27,6.6E-05,-84.77,34.67,286000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,1E-05,27,Fail,63.18,90500000,68.47,5.68E-05,-81.43,35.39,273000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,1E-05,125,Fail,62.4,94300000,72.82,6.58E-05,-82.61,35.38,236000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,1.5E-05,27,Fail,63.72,88000000,77.15,5.67E-05,-80,34.73,244000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1E-05,1.5E-05,125,Fail,62.94,91600000,89.3,6.58E-05,-80.87,35.29,211000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1.5E-05,5E-06,27,Fail,63.16,91900000,61.42,5.05E-05,-85.22,28.57,329000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1.5E-05,5E-06,125,Fail,62.04,95200000,61.8,5.92E-05,-86.1,27.96,292000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1.5E-05,1E-05,27,Fail,64.26,89200000,69.18,5.04E-05,-83.19,28.19,278000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1.5E-05,1E-05,125,Fail,63.4,92600000,73.09,5.91E-05,-84.47,28.69,241000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1.5E-05,1.5E-05,27,Fail,64.81,86700000,77.54,5.03E-05,-81.7,27.89,248000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,1.5E-05,1.5E-05,1.5E-05,125,Fail,63.94,90000000,93.45,5.9E-05,-82.72,28.53,214000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,5E-06,5E-06,27,Fail,60.07,75700000,59.31,7.13E-05,-77.62,80.03,120000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,5E-06,5E-06,125,Fail,59.19,78000000,60.51,8.16E-05,-78.15,76.04,107000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,5E-06,1E-05,27,Fail,61.15,75400000,67.51,7.12E-05,-76.79,82.45,105000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,5E-06,1E-05,125,Fail,60.52,77100000,73.15,8.14E-05,-77.44,79.21,91100,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,5E-06,1.5E-05,27,Fail,61.69,74300000,77.36,7.12E-05,-76.17,82.22,96900,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,5E-06,1.5E-05,125,Fail,61.05,76100000,81.72,8.13E-05,-76.58,79.27,84000,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1E-05,5E-06,27,Pass,62.09,73800000,60.62,5.69E-05,-83.52,74.59,124000,1,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1E-05,5E-06,125,Pass,61.05,75700000,61.27,6.6E-05,-84.77,70.8,110000,1,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1E-05,1E-05,27,Pass,63.18,73000000,68.47,5.68E-05,-81.43,76.61,109000,1,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1E-05,1E-05,125,Fail,62.4,75300000,72.82,6.59E-05,-82.61,74.14,94200,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1E-05,1.5E-05,27,Pass,63.72,73100000,77.15,5.67E-05,-80,75.84,100000,1,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1E-05,1.5E-05,125,Fail,62.94,74200000,89.22,6.58E-05,-80.87,74.02,86800,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1.5E-05,5E-06,27,Pass,63.16,72800000,61.42,5.05E-05,-85.22,69.54,127000,1,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1.5E-05,5E-06,125,Pass,62.04,73900000,61.8,5.92E-05,-86.1,66.48,113000,1,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1.5E-05,1E-05,27,Pass,64.26,71800000,69.18,5.04E-05,-83.19,70.68,111000,1,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1.5E-05,1E-05,125,Fail,63.4,73500000,73.09,5.91E-05,-84.47,69.58,95900,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1.5E-05,1.5E-05,27,Pass,64.81,71300000,77.54,5.03E-05,-81.7,69.36,102000,1,
2,1.5E-05,5E-07,4.6E-07,1E-05,2.5E-05,1.5E-05,1.5E-05,125,Fail,63.94,73000000,93.45,5.9E-05,-82.72,69.28,88300,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,3E-05,5E-06,5E-06,27,Fail,60.07,69000000,59.31,7.13E-05,-77.62,89.75,84100,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,3E-05,5E-06,5E-06,125,Fail,59.19,69000000,60.51,8.16E-05,-78.15,84.83,74900,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,3E-05,5E-06,1E-05,27,Fail,61.15,67700000,67.51,7.12E-05,-76.79,92.92,74100,0,
2,1.5E-05,5E-07,4.6E-07,1E-05,3E-05,5E-06,1E-05,125,Fail,60.51,67500000,73.15,8.14E-05,-77.44,88.48,64300,0,
