VDD,Ib,Lg1,Lg2,Lrf,Wcf,Wg1,Wg2,temperature,Pass/Fail,ACM_G,SR,CMRR,NOISE,PSRR,PhaseMargin_PM,BandWidth
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,5.00E-06,1.50E-05,27,fail,56.63,2.99E+07,62.56,6.02E-05,-94.09,39.87,2.31E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,5.00E-06,1.50E-05,125,fail,55.66,3.12E+07,70.35,7.60E-05,-94.25,40.15,1.98E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.00E-05,5.00E-06,27,fail,55.89,3.11E+07,53.31,5.33E-05,-75.85,38.74,3.14E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.00E-05,5.00E-06,125,fail,55.03,3.25E+07,53.18,6.81E-05,-79.22,38.13,2.65E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.00E-05,1.00E-05,27,fail,56.83,3.03E+07,58.85,5.33E-05,-84.91,36.56,2.74E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.00E-05,1.00E-05,125,fail,55.91,3.17E+07,61.12,6.81E-05,-92.28,36.59,2.32E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.00E-05,1.50E-05,27,fail,57.21,2.97E+07,63.38,5.33E-05,-111,34.36,2.50E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.00E-05,1.50E-05,125,fail,56.21,3.09E+07,70.63,6.81E-05,-91.76,34.87,2.13E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.50E-05,5.00E-06,27,fail,56.12,3.08E+07,53.49,5.07E-05,-78.02,33.92,3.25E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.50E-05,5.00E-06,125,fail,55.24,3.21E+07,53.02,6.50E-05,-83.33,33.44,2.74E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.50E-05,1.00E-05,27,fail,57.06,3.01E+07,59.07,5.07E-05,-88.43,32.09,2.84E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.50E-05,1.00E-05,125,fail,56.12,3.14E+07,61.03,6.50E-05,-102.1,32.26,2.40E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.50E-05,1.50E-05,27,fail,57.43,2.94E+07,63.63,5.07E-05,-102.1,30.28,2.59E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,1.50E-05,1.50E-05,1.50E-05,125,fail,56.42,3.07E+07,70.52,6.51E-05,-90.27,30.93,2.20E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,5.00E-06,5.00E-06,27,fail,55.33,2.51E+07,52.61,6.03E-05,-73.06,78.2,1.16E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,5.00E-06,5.00E-06,125,fail,54.52,2.57E+07,52.99,7.62E-05,-75.07,74.55,9.82E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,5.00E-06,1.00E-05,27,fail,56.26,2.49E+07,58.07,6.02E-05,-81.06,78.56,1.04E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,5.00E-06,1.00E-05,125,fail,55.37,2.55E+07,60.82,7.61E-05,-85.9,75.03,8.82E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,5.00E-06,1.50E-05,27,fail,56.63,2.47E+07,62.56,6.03E-05,-94.09,76.57,9.76E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,5.00E-06,1.50E-05,125,fail,55.66,2.52E+07,70.35,7.61E-05,-94.25,73.39,8.36E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.00E-05,5.00E-06,27,fail,55.89,2.48E+07,53.31,5.34E-05,-75.85,74.25,1.26E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.00E-05,5.00E-06,125,fail,55.03,2.54E+07,53.18,6.83E-05,-79.22,70.84,1.06E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.00E-05,1.00E-05,27,fail,56.83,2.47E+07,58.85,5.33E-05,-84.91,74.26,1.12E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.00E-05,1.00E-05,125,fail,55.91,2.52E+07,61.12,6.83E-05,-92.28,71.25,9.51E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.00E-05,1.50E-05,27,fail,57.21,2.45E+07,63.38,5.34E-05,-111,71.92,1.06E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.00E-05,1.50E-05,125,fail,56.2,2.50E+07,70.63,6.83E-05,-91.76,69.45,9.01E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.50E-05,5.00E-06,27,fail,56.11,2.47E+07,53.49,5.08E-05,-78.02,70.86,1.31E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.50E-05,5.00E-06,125,fail,55.24,2.52E+07,53.02,6.53E-05,-83.33,67.84,1.10E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.50E-05,1.00E-05,27,fail,57.06,2.46E+07,59.07,5.08E-05,-88.43,70.63,1.17E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.50E-05,1.00E-05,125,fail,56.12,2.51E+07,61.03,6.52E-05,-102.1,68.24,9.85E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.50E-05,1.50E-05,27,fail,57.43,2.43E+07,63.63,5.08E-05,-102.1,68.22,1.10E+05
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,2.50E-05,1.50E-05,1.50E-05,125,fail,56.42,2.48E+07,70.46,6.53E-05,-90.27,66.41,9.34E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,5.00E-06,5.00E-06,27,fail,55.33,2.31E+07,52.61,6.04E-05,-73.06,88.62,8.19E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,5.00E-06,5.00E-06,125,fail,54.52,2.34E+07,52.99,7.63E-05,-75.07,83.63,6.93E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,5.00E-06,1.00E-05,27,fail,56.26,2.28E+07,58.07,6.03E-05,-81.06,90.25,7.36E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,5.00E-06,1.00E-05,125,fail,55.37,2.31E+07,60.82,7.61E-05,-85.9,85.04,6.26E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,5.00E-06,1.50E-05,27,fail,56.63,2.26E+07,62.56,6.03E-05,-94.09,89.11,6.98E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,5.00E-06,1.50E-05,125,fail,55.66,2.27E+07,70.35,7.61E-05,-94.25,84.09,5.97E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.00E-05,5.00E-06,27,fail,55.89,2.29E+07,53.31,5.35E-05,-75.85,86.37,8.90E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.00E-05,5.00E-06,125,fail,55.03,2.31E+07,53.18,6.85E-05,-79.22,81.39,7.48E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.00E-05,1.00E-05,27,fail,56.83,2.26E+07,58.83,5.34E-05,-84.91,87.66,7.99E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.00E-05,1.00E-05,125,fail,55.91,2.28E+07,61.12,6.84E-05,-92.28,82.83,6.76E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.00E-05,1.50E-05,27,fail,57.21,2.24E+07,63.38,5.34E-05,-111.2,86.12,7.57E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.00E-05,1.50E-05,125,fail,56.2,2.26E+07,70.63,6.84E-05,-91.76,81.73,6.44E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.50E-05,5.00E-06,27,fail,56.11,2.29E+07,53.49,5.09E-05,-78.02,83.92,9.26E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.50E-05,5.00E-06,125,fail,55.23,2.29E+07,53.02,6.55E-05,-83.33,79.31,7.76E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.50E-05,1.00E-05,27,fail,57.06,2.25E+07,59.07,5.08E-05,-88.43,84.97,8.30E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.50E-05,1.00E-05,125,fail,56.12,2.27E+07,61.03,6.54E-05,-102.1,80.73,7.01E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.50E-05,1.50E-05,27,fail,57.43,2.23E+07,63.62,5.08E-05,-102.1,83.19,7.86E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.00E-05,1.50E-05,1.50E-05,125,fail,56.42,2.24E+07,70.52,6.54E-05,-89.81,79.55,6.68E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,5.00E-06,5.00E-06,27,fail,55.33,1.95E+07,52.61,6.05E-05,-73.06,95.95,6.08E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,5.00E-06,5.00E-06,125,fail,54.51,1.94E+07,52.99,7.65E-05,-75.07,89.88,5.14E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,5.00E-06,1.00E-05,27,fail,56.26,1.93E+07,58.07,6.03E-05,-81.06,98.36,5.48E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,5.00E-06,1.00E-05,125,fail,55.37,1.92E+07,60.82,7.61E-05,-85.9,91.81,4.66E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,5.00E-06,1.50E-05,27,fail,56.63,1.90E+07,62.56,6.02E-05,-94.09,97.93,5.21E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,5.00E-06,1.50E-05,125,fail,55.66,1.88E+07,70.46,7.61E-05,-94.25,91.38,4.47E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.00E-05,5.00E-06,27,fail,55.89,1.94E+07,53.31,5.36E-05,-75.85,95.04,6.61E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.00E-05,5.00E-06,125,fail,55.03,1.95E+07,53.18,6.88E-05,-79.22,88.74,5.55E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.00E-05,1.00E-05,27,fail,56.83,1.92E+07,58.85,5.34E-05,-84.91,97.35,5.95E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.00E-05,1.00E-05,125,fail,55.91,1.90E+07,61.12,6.84E-05,-92.28,90.79,5.03E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.00E-05,1.50E-05,27,fail,57.2,1.89E+07,63.38,5.34E-05,-111,96.58,5.66E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.00E-05,1.50E-05,125,fail,56.2,1.89E+07,70.63,6.84E-05,-91.76,90.26,4.82E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.50E-05,5.00E-06,27,fail,56.11,1.94E+07,53.49,5.11E-05,-78.02,93.57,6.88E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.50E-05,5.00E-06,125,fail,55.23,1.91E+07,53.02,6.58E-05,-83.33,87.43,5.77E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.50E-05,1.00E-05,27,fail,57.06,1.92E+07,59.07,5.09E-05,-88.43,95.83,6.19E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.50E-05,1.00E-05,125,fail,56.12,1.91E+07,61.03,6.54E-05,-102.1,89.54,5.22E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.50E-05,1.50E-05,27,fail,57.43,1.89E+07,63.62,5.08E-05,-102.1,94.91,5.88E+04
2,5.00E-06,2.80E-07,4.60E-07,2.00E-05,3.50E-05,1.50E-05,1.50E-05,125,fail,56.42,1.88E+07,70.52,6.54E-05,-90.27,88.96,4.99E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,5.00E-06,5.00E-06,27,fail,56.33,3.23E+07,78.88,7.10E-05,-87.07,40.57,2.25E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,5.00E-06,5.00E-06,125,fail,55.18,3.33E+07,76.94,8.81E-05,-87.79,41.21,2.00E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,5.00E-06,1.00E-05,27,fail,56.59,3.14E+07,69.94,7.11E-05,-80.22,41.61,2.05E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,5.00E-06,1.00E-05,125,fail,55.23,3.26E+07,68.4,8.82E-05,-80.13,41.57,1.86E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,5.00E-06,1.50E-05,27,fail,56.68,3.06E+07,67.38,7.11E-05,-78.05,41.86,1.91E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,5.00E-06,1.50E-05,125,fail,55.19,3.18E+07,65.87,8.83E-05,-77.68,41.25,1.76E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.00E-05,5.00E-06,27,fail,57.96,3.16E+07,80.95,6.04E-05,-90.22,31.94,2.31E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.00E-05,5.00E-06,125,fail,56.69,3.27E+07,78.86,7.62E-05,-91.8,32.58,2.05E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.00E-05,1.00E-05,27,fail,58.23,3.09E+07,72,6.04E-05,-84.77,32.94,2.11E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.00E-05,1.00E-05,125,fail,56.75,3.20E+07,70.3,7.63E-05,-84.87,33.62,1.91E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.00E-05,1.50E-05,27,fail,58.32,3.01E+07,69.45,6.04E-05,-82.16,32.79,1.96E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.00E-05,1.50E-05,125,fail,56.71,3.13E+07,67.79,7.63E-05,-82.58,33.68,1.80E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.50E-05,5.00E-06,27,fail,58.74,3.17E+07,82.05,5.62E-05,-92.26,25.57,2.34E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.50E-05,5.00E-06,125,fail,57.42,3.22E+07,79.92,7.15E-05,-95.15,26.39,2.07E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.50E-05,1.00E-05,27,fail,59.01,3.03E+07,73.25,5.62E-05,-87.84,26.95,2.13E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.50E-05,1.00E-05,125,fail,57.47,3.15E+07,71.48,7.15E-05,-90.31,27.86,1.93E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.50E-05,1.50E-05,27,fail,59.1,2.96E+07,70.74,5.62E-05,-86.36,27.24,1.98E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,1.50E-05,1.50E-05,1.50E-05,125,fail,57.44,3.09E+07,69.01,7.16E-05,-88.58,28.36,1.82E+05
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,5.00E-06,27,fail,56.33,2.57E+07,78.88,7.12E-05,-87.07,65.04,8.58E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,5.00E-06,125,fail,55.18,2.63E+07,76.94,8.84E-05,-87.79,64.12,7.63E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,1.00E-05,27,fail,56.59,2.54E+07,69.94,7.12E-05,-80.22,66.44,8.12E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,1.00E-05,125,fail,55.23,2.59E+07,68.4,8.84E-05,-80.13,65.15,7.37E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,1.50E-05,27,fail,56.68,2.52E+07,67.38,7.12E-05,-78.05,66.38,7.84E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,1.50E-05,125,fail,55.19,2.57E+07,65.87,8.85E-05,-77.68,64.99,7.20E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,5.00E-06,27,fail,57.96,2.52E+07,80.95,6.05E-05,-90.22,58.76,8.82E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,5.00E-06,125,fail,56.69,2.58E+07,78.86,7.65E-05,-91.8,58.28,7.82E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,1.00E-05,27,fail,58.23,2.48E+07,72,6.05E-05,-84.14,60.37,8.34E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,1.00E-05,125,fail,56.75,2.54E+07,70.3,7.65E-05,-84.87,59.48,7.56E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,1.50E-05,27,fail,58.32,2.50E+07,69.45,6.05E-05,-82.16,60.32,8.05E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,1.50E-05,125,fail,56.71,2.52E+07,67.79,7.66E-05,-82.58,59.34,7.38E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,5.00E-06,27,fail,58.74,2.48E+07,82.05,5.63E-05,-92.26,54.35,8.94E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,5.00E-06,125,fail,57.42,2.53E+07,79.92,7.18E-05,-95.06,54.06,7.92E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,1.00E-05,27,fail,59.01,2.46E+07,73.25,5.63E-05,-87.84,56.13,8.45E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,1.00E-05,125,fail,57.47,2.51E+07,71.48,7.18E-05,-90.31,55.43,7.65E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,1.50E-05,27,fail,59.1,2.46E+07,70.74,5.64E-05,-86.36,56.19,8.15E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,1.50E-05,125,fail,57.43,2.50E+07,69.01,7.18E-05,-88.58,55.4,7.47E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,5.00E-06,27,fail,56.33,2.34E+07,78.88,7.13E-05,-87.07,71.32,6.01E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,5.00E-06,125,fail,55.18,2.34E+07,76.94,8.86E-05,-87.79,70.16,5.35E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,1.00E-05,27,fail,56.59,2.29E+07,69.94,7.12E-05,-80.22,72.8,5.73E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,1.00E-05,125,fail,55.23,2.30E+07,68.4,8.85E-05,-80.13,71.28,5.20E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,1.50E-05,27,fail,56.68,2.25E+07,67.38,7.12E-05,-78.05,72.89,5.57E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,1.50E-05,125,fail,55.19,2.24E+07,65.87,8.86E-05,-77.68,71.26,5.12E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,5.00E-06,27,fail,57.96,2.31E+07,80.95,6.06E-05,-90.22,66.45,6.18E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,5.00E-06,125,fail,56.69,2.32E+07,78.86,7.68E-05,-91.8,65.52,5.48E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,1.00E-05,27,fail,58.23,2.26E+07,72,6.06E-05,-84.14,68.21,5.89E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,1.00E-05,125,fail,56.75,2.28E+07,70.3,7.67E-05,-84.87,66.84,5.33E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,1.50E-05,27,fail,58.32,2.23E+07,69.45,6.06E-05,-82.16,68.34,5.72E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,1.50E-05,125,fail,56.71,2.23E+07,67.79,7.68E-05,-82.58,66.85,5.25E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,5.00E-06,27,fail,58.74,2.26E+07,82.05,5.65E-05,-92.26,63,6.26E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,5.00E-06,125,fail,57.41,2.29E+07,79.92,7.20E-05,-95.06,62.2,5.55E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,1.00E-05,27,fail,59.01,2.25E+07,73.25,5.64E-05,-87.84,64.93,5.96E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,1.00E-05,125,fail,57.47,2.25E+07,71.48,7.20E-05,-90.31,63.67,5.40E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,1.50E-05,27,fail,59.1,2.21E+07,70.74,5.64E-05,-86.34,65.12,5.79E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,1.50E-05,125,fail,57.43,2.21E+07,69.01,7.20E-05,-88.58,63.74,5.31E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,5.00E-06,27,fail,56.33,1.89E+07,78.88,7.14E-05,-87.07,75.4,4.44E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,5.00E-06,125,fail,55.18,1.85E+07,76.94,8.88E-05,-87.79,74.11,3.95E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,1.00E-05,27,fail,56.59,1.85E+07,69.94,7.12E-05,-80.22,76.91,4.25E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,1.00E-05,125,fail,55.23,1.84E+07,68.4,8.86E-05,-80.13,75.25,3.86E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,1.50E-05,27,fail,56.67,1.76E+07,67.38,7.12E-05,-78.05,77.12,4.15E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,1.50E-05,125,fail,55.19,1.78E+07,65.87,8.86E-05,-77.68,75.33,3.81E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,5.00E-06,27,fail,57.96,1.89E+07,80.95,6.08E-05,-90.22,71.6,4.56E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,5.00E-06,125,fail,56.69,1.91E+07,78.86,7.71E-05,-91.8,70.37,4.05E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,1.00E-05,27,fail,58.23,1.86E+07,72,6.07E-05,-84.37,73.4,4.37E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,1.00E-05,125,fail,56.74,1.85E+07,70.3,7.69E-05,-84.87,71.73,3.95E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,1.50E-05,27,fail,58.31,1.78E+07,69.45,6.07E-05,-82.16,73.66,4.26E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,1.50E-05,125,fail,56.71,1.79E+07,67.79,7.69E-05,-82.58,71.86,3.91E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,5.00E-06,27,fail,58.74,1.88E+07,82.05,5.66E-05,-92.26,68.88,4.63E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,5.00E-06,125,fail,57.41,1.89E+07,79.92,7.24E-05,-95.05,67.73,4.10E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,1.00E-05,27,fail,59.01,1.84E+07,73.25,5.65E-05,-87.84,70.86,4.42E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,1.00E-05,125,fail,57.47,1.85E+07,71.48,7.22E-05,-90.31,69.24,4.00E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,1.50E-05,27,fail,59.1,1.82E+07,70.74,5.65E-05,-86.36,71.17,4.32E+04
2,5.00E-06,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,1.50E-05,125,fail,57.43,1.82E+07,69.01,7.22E-05,-88.58,69.41,3.95E+04
2,5.00E-06,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,5.00E-06,27,fail,56.33,3.21E+07,78.88,7.10E-05,-87.07,49.54,2.25E+05
2,5.00E-06,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,5.00E-06,125,fail,55.18,3.32E+07,76.94,8.81E-05,-87.79,48.42,2.00E+05
2,5.00E-06,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,1.00E-05,27,fail,56.59,3.12E+07,69.94,7.11E-05,-80.22,48.67,2.05E+05
2,5.00E-06,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,1.00E-05,125,fail,55.23,3.24E+07,68.4,8.82E-05,-80.13,47.57,1.86E+05
2,5.00E-06,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,1.50E-05,27,fail,56.68,3.05E+07,67.38,7.11E-05,-78.05,47.73,1.91E+05
2,5.00E-06,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,1.50E-05,125,fail,55.19,3.17E+07,65.87,8.83E-05,-77.68,46.13,1.76E+05
2,5.00E-06,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.00E-05,5.00E-06,27,fail,57.96,3.15E+07,80.95,6.04E-05,-90.22,41.02,2.31E+05
2,5.00E-06,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.00E-05,5.00E-06,125,fail,56.69,3.26E+07,78.86,7.62E-05,-91.8,40.04,2.05E+05
