VDD,Ib,Lg1,Lg2,Lrf,Wcf,Wg1,Wg2,temperature,Pass/Fail,ACM_G,SR,CMRR,NOISE,PSRR,PhaseMargin_PM,BandWidth
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,5.00E-06,125,fail,54.86,5.48E+07,77.41,8.21E-05,-90.96,70.35,1.27E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,1.00E-05,27,fail,56.09,5.35E+07,69.4,7.04E-05,-82.96,74.18,1.37E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,1.00E-05,125,fail,55.1,5.43E+07,68.18,8.21E-05,-82.88,72.26,1.21E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,1.50E-05,27,fail,56.22,5.24E+07,66.83,7.04E-05,-80.9,74.35,1.31E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,5.00E-06,1.50E-05,125,fail,55.1,5.38E+07,65.67,8.20E-05,-80.56,72.3,1.18E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,5.00E-06,27,fail,57.55,5.25E+07,81.26,5.69E-05,-92.45,65.96,1.51E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,5.00E-06,125,fail,56.62,5.39E+07,78.99,6.79E-05,-93.12,64.57,1.31E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,1.00E-05,27,fail,57.99,5.18E+07,71.01,5.69E-05,-84.17,68.71,1.41E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,1.00E-05,125,fail,56.86,5.30E+07,69.51,6.78E-05,-83.67,66.82,1.24E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,1.50E-05,27,fail,58.13,5.18E+07,68.4,5.69E-05,-81.91,68.96,1.35E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.00E-05,1.50E-05,125,fail,56.87,5.27E+07,66.97,6.78E-05,-81.16,66.9,1.21E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,5.00E-06,27,fail,58.56,5.17E+07,82.31,5.11E-05,-93.89,61.4,1.53E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,5.00E-06,125,fail,57.55,5.24E+07,79.92,6.17E-05,-94.41,60.31,1.33E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,1.00E-05,27,fail,59,5.13E+07,72.02,5.11E-05,-85.61,64.36,1.43E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,1.00E-05,125,fail,57.8,5.22E+07,70.4,6.17E-05,-85.26,62.75,1.26E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,1.50E-05,27,fail,59.14,5.12E+07,69.4,5.11E-05,-83.36,64.65,1.37E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,2.50E-05,1.50E-05,1.50E-05,125,fail,57.8,5.15E+07,67.86,6.16E-05,-82.74,62.9,1.23E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,5.00E-06,27,fail,55.65,4.88E+07,79.39,7.05E-05,-90.27,78.28,1.03E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,5.00E-06,125,fail,54.86,4.86E+07,77.41,8.21E-05,-90.96,76.43,8.91E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,1.00E-05,27,fail,56.09,4.78E+07,69.4,7.04E-05,-82.96,80.61,9.63E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,1.00E-05,125,fail,55.1,4.78E+07,68.18,8.20E-05,-82.88,78.35,8.51E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,1.50E-05,27,fail,56.22,4.70E+07,66.83,7.04E-05,-80.9,80.94,9.31E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,5.00E-06,1.50E-05,125,fail,55.1,4.66E+07,65.67,8.20E-05,-80.56,78.54,8.34E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,5.00E-06,27,fail,57.55,4.77E+07,81.26,5.69E-05,-92.45,74.24,1.06E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,5.00E-06,125,fail,56.62,4.80E+07,78.99,6.79E-05,-92.8,72.3,9.17E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,1.00E-05,27,fail,57.99,4.70E+07,71.01,5.69E-05,-84.17,77.06,9.93E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,1.00E-05,125,fail,56.86,4.73E+07,69.51,6.78E-05,-83.67,74.6,8.76E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,1.50E-05,27,fail,58.13,4.66E+07,68.4,5.69E-05,-81.91,77.47,9.60E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.00E-05,1.50E-05,125,fail,56.87,4.62E+07,66.97,6.78E-05,-81.16,74.85,8.58E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,5.00E-06,27,fail,58.56,4.73E+07,82.31,5.12E-05,-93.89,70.98,1.08E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,5.00E-06,125,fail,57.55,4.73E+07,79.92,6.18E-05,-94.41,69.12,9.32E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,1.00E-05,27,fail,59,4.67E+07,72.01,5.11E-05,-85.61,74.08,1.01E+05
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,1.00E-05,125,fail,57.8,4.66E+07,70.4,6.17E-05,-85.26,71.66,8.90E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,1.50E-05,27,fail,59.14,4.61E+07,69.4,5.11E-05,-83.36,74.56,9.76E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.00E-05,1.50E-05,1.50E-05,125,fail,57.8,4.56E+07,67.86,6.16E-05,-82.75,71.97,8.71E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,5.00E-06,27,fail,55.65,3.74E+07,79.39,7.05E-05,-90.27,82.4,7.56E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,5.00E-06,125,fail,54.86,3.83E+07,77.41,8.21E-05,-90.96,80.33,6.58E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,1.00E-05,27,fail,56.08,3.75E+07,69.4,7.04E-05,-82.96,84.66,7.14E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,1.00E-05,125,fail,55.1,3.63E+07,68.18,8.20E-05,-82.88,82.2,6.31E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,1.50E-05,27,fail,56.22,3.74E+07,66.83,7.03E-05,-80.9,85.08,6.93E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,5.00E-06,1.50E-05,125,fail,55.1,3.59E+07,65.67,8.19E-05,-80.56,82.49,6.21E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,5.00E-06,27,fail,57.55,3.87E+07,81.26,5.70E-05,-92.45,79.65,7.81E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,5.00E-06,125,fail,56.62,3.91E+07,78.99,6.79E-05,-92.8,77.35,6.77E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,1.00E-05,27,fail,57.99,3.78E+07,71.01,5.69E-05,-84.17,82.42,7.36E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,1.00E-05,125,fail,56.86,3.81E+07,69.51,6.78E-05,-83.67,79.61,6.50E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,1.50E-05,27,fail,58.13,3.72E+07,68.4,5.69E-05,-81.91,82.95,7.15E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.00E-05,1.50E-05,125,fail,56.87,3.72E+07,66.97,6.78E-05,-81.16,79.97,6.39E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,5.00E-06,27,fail,58.56,3.90E+07,82.31,5.12E-05,-93.89,77.37,7.94E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,5.00E-06,125,fail,57.55,3.81E+07,79.92,6.18E-05,-94.41,74.99,6.88E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,1.00E-05,27,fail,59,3.80E+07,72.01,5.11E-05,-85.61,80.44,7.48E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,1.00E-05,125,fail,57.8,3.71E+07,70.4,6.17E-05,-85.26,77.51,6.60E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,1.50E-05,27,fail,59.14,3.65E+07,69.4,5.11E-05,-83.36,81.04,7.27E+04
2.5,1.00E-05,5.00E-07,2.80E-07,5.00E-06,3.50E-05,1.50E-05,1.50E-05,125,fail,57.8,3.56E+07,67.85,6.17E-05,-82.75,77.93,6.49E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,5.00E-06,27,fail,55.65,6.80E+07,79.39,7.04E-05,-90.27,58.33,3.84E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,5.00E-06,125,fail,54.86,6.99E+07,77.41,8.21E-05,-90.96,56.34,3.34E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,1.00E-05,27,fail,56.09,6.61E+07,69.4,7.04E-05,-82.96,57.52,3.45E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,1.00E-05,125,fail,55.1,6.85E+07,68.18,8.20E-05,-82.88,55.7,3.05E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,1.50E-05,27,fail,56.22,6.44E+07,66.83,7.04E-05,-80.9,55.94,3.20E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,5.00E-06,1.50E-05,125,fail,55.1,6.66E+07,65.67,8.20E-05,-80.56,54.4,2.87E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.00E-05,5.00E-06,27,fail,57.55,6.82E+07,81.26,5.69E-05,-92.45,48.37,3.95E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.00E-05,5.00E-06,125,fail,56.62,6.84E+07,78.99,6.78E-05,-93.12,47.48,3.43E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.00E-05,1.00E-05,27,fail,57.99,6.46E+07,71.01,5.69E-05,-84.17,47.23,3.55E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.00E-05,1.00E-05,125,fail,56.86,6.69E+07,69.51,6.78E-05,-83.67,46.88,3.13E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.00E-05,1.50E-05,27,fail,58.13,6.32E+07,68.4,5.68E-05,-81.91,45.54,3.29E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.00E-05,1.50E-05,125,fail,56.87,6.58E+07,66.97,6.77E-05,-81.16,45.48,2.94E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.50E-05,5.00E-06,27,fail,58.56,6.59E+07,82.31,5.11E-05,-93.89,40.37,4.01E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.50E-05,5.00E-06,125,fail,57.55,6.73E+07,79.92,6.16E-05,-94.41,40.2,3.48E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.50E-05,1.00E-05,27,fail,59,6.42E+07,72,5.11E-05,-85.61,39.35,3.61E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.50E-05,1.00E-05,125,fail,57.8,6.58E+07,70.4,6.16E-05,-85.26,39.86,3.18E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.50E-05,1.50E-05,27,fail,59.14,6.22E+07,69.4,5.11E-05,-83.36,38.19,3.34E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,1.50E-05,1.50E-05,1.50E-05,125,fail,57.8,6.44E+07,67.85,6.16E-05,-82.75,38.94,2.98E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,5.00E-06,5.00E-06,27,fail,55.65,5.35E+07,79.39,7.04E-05,-90.27,93.76,1.46E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,5.00E-06,5.00E-06,125,fail,54.86,5.49E+07,77.41,8.20E-05,-90.96,88.57,1.27E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,5.00E-06,1.00E-05,27,fail,56.09,5.33E+07,69.4,7.04E-05,-82.96,94.86,1.36E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,5.00E-06,1.00E-05,125,fail,55.1,5.39E+07,68.18,8.20E-05,-82.88,89.5,1.21E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,5.00E-06,1.50E-05,27,fail,56.22,5.24E+07,66.83,7.03E-05,-80.9,93.59,1.31E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,5.00E-06,1.50E-05,125,fail,55.1,5.31E+07,65.67,8.19E-05,-80.56,88.43,1.17E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.00E-05,5.00E-06,27,fail,57.55,5.21E+07,81.26,5.69E-05,-92.45,89.59,1.51E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.00E-05,5.00E-06,125,fail,56.62,5.29E+07,78.99,6.78E-05,-92.8,85.2,1.31E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.00E-05,1.00E-05,27,fail,57.99,5.18E+07,71.01,5.68E-05,-84.17,90.02,1.41E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.00E-05,1.00E-05,125,fail,56.86,5.26E+07,69.51,6.77E-05,-83.67,86.06,1.24E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.00E-05,1.50E-05,27,fail,58.13,5.11E+07,68.4,5.68E-05,-81.91,88.07,1.35E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.00E-05,1.50E-05,125,fail,56.87,5.20E+07,66.97,6.77E-05,-81.16,84.72,1.21E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.50E-05,5.00E-06,27,fail,58.56,5.14E+07,82.31,5.11E-05,-93.89,84.32,1.53E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.50E-05,5.00E-06,125,fail,57.55,5.23E+07,79.92,6.17E-05,-94.41,81.59,1.33E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.50E-05,1.00E-05,27,fail,59,5.08E+07,72.01,5.11E-05,-85.61,83.36,1.43E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.50E-05,1.00E-05,125,fail,57.8,5.17E+07,70.4,6.16E-05,-85.26,82.38,1.26E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.50E-05,1.50E-05,27,fail,59.14,5.06E+07,69.4,5.11E-05,-83.36,80.97,1.37E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,2.50E-05,1.50E-05,1.50E-05,125,fail,57.8,5.14E+07,67.85,6.16E-05,-82.75,80.85,1.23E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,5.00E-06,5.00E-06,27,fail,55.65,4.72E+07,79.39,7.04E-05,-90.27,102.7,1.02E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,5.00E-06,5.00E-06,125,fail,54.86,4.70E+07,77.41,8.20E-05,-90.96,96.34,8.90E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,5.00E-06,1.00E-05,27,fail,56.09,4.69E+07,69.4,7.03E-05,-82.96,104.3,9.62E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,5.00E-06,1.00E-05,125,fail,55.1,4.40E+07,68.18,8.18E-05,-82.88,97.6,8.51E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,5.00E-06,1.50E-05,27,fail,56.22,4.63E+07,66.83,7.03E-05,-80.9,103.6,9.30E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,5.00E-06,1.50E-05,125,fail,55.1,4.48E+07,65.67,8.18E-05,-80.56,96.98,8.34E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.00E-05,5.00E-06,27,fail,57.55,4.73E+07,81.26,5.69E-05,-92.45,102,1.06E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.00E-05,5.00E-06,125,fail,56.62,4.69E+07,78.77,6.78E-05,-92.8,95.53,9.17E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.00E-05,1.00E-05,27,fail,57.99,4.65E+07,71.01,5.68E-05,-84.17,103.5,9.92E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.00E-05,1.00E-05,125,fail,56.86,4.51E+07,69.51,6.77E-05,-83.67,96.95,8.75E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.00E-05,1.50E-05,27,fail,58.13,4.60E+07,68.4,5.68E-05,-81.91,102.2,9.59E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.00E-05,1.50E-05,125,fail,56.87,4.53E+07,66.97,6.77E-05,-81.16,96.12,8.58E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.50E-05,5.00E-06,27,fail,58.56,4.67E+07,82.31,5.11E-05,-93.89,98.45,1.07E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.50E-05,5.00E-06,125,fail,57.55,4.66E+07,79.92,6.16E-05,-94.41,93.9,9.31E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.50E-05,1.00E-05,27,fail,59,4.62E+07,72.01,5.10E-05,-85.61,98.6,1.01E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.50E-05,1.00E-05,125,fail,57.8,4.60E+07,70.4,6.16E-05,-85.26,95.3,8.89E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.50E-05,1.50E-05,27,fail,59.14,4.55E+07,69.4,5.10E-05,-83.36,96.48,9.75E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.00E-05,1.50E-05,1.50E-05,125,fail,57.8,4.34E+07,67.87,6.15E-05,-82.73,94.38,8.71E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,5.00E-06,5.00E-06,27,fail,55.65,3.65E+07,79.39,7.03E-05,-90.27,108.5,7.56E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,5.00E-06,5.00E-06,125,fail,54.86,3.39E+07,77.41,8.18E-05,-90.96,101.3,6.57E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,5.00E-06,1.00E-05,27,fail,56.08,3.49E+07,69.4,7.02E-05,-82.96,110.4,7.13E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,5.00E-06,1.00E-05,125,fail,55.1,3.21E+07,68.18,8.16E-05,-82.88,102.7,6.31E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,5.00E-06,1.50E-05,27,fail,56.22,3.41E+07,66.83,7.01E-05,-80.9,110,6.93E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,5.00E-06,1.50E-05,125,fail,55.1,3.41E+07,65.67,8.16E-05,-80.56,102.4,6.21E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.00E-05,5.00E-06,27,fail,57.55,3.74E+07,81.26,5.68E-05,-92.45,110.6,7.80E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.00E-05,5.00E-06,125,fail,56.62,3.59E+07,78.99,6.77E-05,-92.8,102.3,6.77E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.00E-05,1.00E-05,27,fail,57.99,3.66E+07,71.01,5.67E-05,-84.17,112.5,7.35E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.00E-05,1.00E-05,125,fail,56.86,3.51E+07,69.51,6.76E-05,-83.67,104,6.49E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.00E-05,1.50E-05,27,fail,58.13,3.60E+07,68.4,5.67E-05,-81.91,111.8,7.14E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.00E-05,1.50E-05,125,fail,56.87,3.43E+07,66.97,6.75E-05,-81.16,103.6,6.39E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.50E-05,5.00E-06,27,fail,58.56,3.81E+07,82.31,5.11E-05,-93.89,109,7.93E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.50E-05,5.00E-06,125,fail,57.55,3.61E+07,79.92,6.16E-05,-94.41,102,6.88E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.50E-05,1.00E-05,27,fail,59,3.68E+07,72.01,5.10E-05,-85.61,110.6,7.48E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.50E-05,1.00E-05,125,fail,57.8,3.68E+07,70.4,6.15E-05,-85.26,103.8,6.60E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.50E-05,1.50E-05,27,fail,59.14,3.69E+07,69.4,5.10E-05,-83.36,109,7.26E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.50E-05,3.50E-05,1.50E-05,1.50E-05,125,fail,57.8,3.48E+07,67.85,6.15E-05,-82.74,103.2,6.49E+04
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,5.00E-06,27,fail,55.65,6.86E+07,79.39,7.04E-05,-90.27,52.68,3.84E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,5.00E-06,125,fail,54.86,7.04E+07,77.41,8.21E-05,-90.96,50.99,3.34E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,1.00E-05,27,fail,56.09,6.63E+07,69.4,7.04E-05,-82.96,53.18,3.45E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,1.00E-05,125,fail,55.1,6.87E+07,68.18,8.20E-05,-82.88,51.6,3.05E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,1.50E-05,27,fail,56.22,6.44E+07,66.83,7.04E-05,-80.9,52.38,3.20E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,5.00E-06,1.50E-05,125,fail,55.1,6.72E+07,65.67,8.20E-05,-80.56,51.02,2.87E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,5.00E-06,27,fail,57.55,6.69E+07,81.26,5.69E-05,-92.45,42.84,3.96E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,5.00E-06,125,fail,56.62,6.87E+07,78.99,6.78E-05,-92.8,42.36,3.43E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,1.00E-05,27,fail,57.99,6.50E+07,71.01,5.69E-05,-84.17,43.16,3.56E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,1.00E-05,125,fail,56.86,6.71E+07,69.51,6.78E-05,-83.67,42.82,3.14E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,1.50E-05,27,fail,58.13,6.34E+07,68.4,5.68E-05,-81.91,42.5,3.29E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.00E-05,1.50E-05,125,fail,56.87,6.56E+07,66.97,6.77E-05,-81.16,42.01,2.94E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,5.00E-06,27,fail,58.56,6.57E+07,82.31,5.11E-05,-93.89,35.73,4.01E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,5.00E-06,125,fail,57.55,6.75E+07,79.92,6.16E-05,-94.41,35.53,3.48E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,1.00E-05,27,fail,59,6.41E+07,71.96,5.11E-05,-85.61,36.22,3.61E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,1.00E-05,125,fail,57.8,6.60E+07,70.4,6.16E-05,-85.26,36.27,3.18E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,1.50E-05,27,fail,59.14,6.26E+07,69.4,5.11E-05,-83.36,35.57,3.34E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,1.50E-05,1.50E-05,1.50E-05,125,fail,57.8,6.52E+07,67.86,6.16E-05,-82.74,35.9,2.98E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,2.50E-05,5.00E-06,5.00E-06,27,fail,55.65,5.35E+07,79.39,7.04E-05,-90.27,83.25,1.46E+05
2.5,1.00E-05,5.00E-07,2.80E-07,1.00E-05,2.50E-05,5.00E-06,5.00E-06,125,fail,54.86,5.46E+07,77.41,8.21E-05,-90.96,79.68,1.27E+05
