Temp (0C),Sw.Freq.,MN,MP,M_DRVRN,M_DRVRP,RL(Ohms),No. Phases,Pass/Fail,Eff1(%),HSLoss(W),LSLoss(W),Pin(W),Pout(W),VDD(W),Closs(W),Lloss(W),,,,
27,1.00E+08,38,100,9,20,0.75,8,pass,86.84,6.65E-02,2.69E-02,1.687,1.469,4.96E-03,8.49E-06,6.29E-02,,,,
27,1.00E+08,38,100,11,20,0.75,8,pass,86.79,6.70E-02,2.67E-02,1.687,1.469,5.21E-03,2.42E-06,6.28E-02,,,,
27,1.00E+08,38,100,13,20,0.75,8,pass,86.8,6.67E-02,2.66E-02,1.686,1.469,5.45E-03,6.76E-06,6.29E-02,,,,
27,1.00E+08,38,100,15,20,0.75,8,pass,86.78,6.68E-02,2.65E-02,1.687,1.469,5.71E-03,1.49E-05,6.29E-02,,,,
,,,,,,,,,,,,,,,,,,,,
27,1.00E+08,4,100,8,20,1,8,fail,78.8,3.41E-02,1.25E-01,1.256,9.91E-01,1.39E-03,1.41E-04,3.16E-02,,,,
27,1.00E+08,8,100,8,20,1,8,fail,83.69,3.61E-02,6.93E-02,1.278,1.071,1.78E-03,6.97E-05,3.42E-02,,,,
27,1.00E+08,12,100,8,20,1,8,pass,85.42,3.75E-02,4.79E-02,1.289,1.103,2.19E-03,3.53E-05,3.53E-02,,,,
27,1.00E+08,16,100,8,20,1,8,pass,86.29,3.85E-02,3.70E-02,1.295,1.12,2.61E-03,3.01E-05,3.59E-02,,,,
27,1.00E+08,20,100,8,20,1,8,pass,86.8,3.97E-02,3.03E-02,1.299,1.13,3.03E-03,2.00E-05,3.64E-02,,,,
27,1.00E+08,25,100,8,20,1,8,pass,87.14,4.08E-02,2.47E-02,1.304,1.139,3.57E-03,1.14E-05,3.67E-02,,,,
27,1.00E+08,30,100,8,20,1,8,pass,87.35,4.20E-02,2.11E-02,1.307,1.146,4.11E-03,9.70E-06,3.69E-02,,,,
27,1.00E+08,34,100,8,20,1,8,pass,87.42,4.26E-02,1.88E-02,1.31,1.149,4.54E-03,1.61E-05,3.71E-02,,,,
27,1.00E+08,36,100,8,20,1,8,pass,87.44,4.36E-02,1.81E-02,1.312,1.151,4.76E-03,1.07E-05,3.69E-02,,,,
27,1.00E+08,40,100,8,20,1,8,pass,87.5,4.47E-02,1.68E-02,1.314,1.154,5.19E-03,2.07E-05,3.71E-02,,,,
27,1.00E+08,44,100,8,20,1,8,pass,87.54,4.55E-02,1.57E-02,1.315,1.156,5.62E-03,2.16E-05,3.72E-02,,,,
27,1.00E+08,48,100,8,20,1,8,pass,87.49,4.64E-02,1.48E-02,1.318,1.158,6.05E-03,2.53E-05,3.72E-02,,,,
27,1.00E+08,56,100,8,20,1,8,pass,87.45,4.83E-02,1.35E-02,1.321,1.162,6.90E-03,3.15E-05,3.72E-02,,,,
27,1.00E+08,64,100,8,20,1,8,pass,87.35,5.02E-02,1.27E-02,1.325,1.164,7.77E-03,3.65E-05,3.73E-02,,,,
27,1.00E+08,72,100,8,20,1,8,pass,87.25,5.30E-02,1.24E-02,1.328,1.166,8.63E-03,3.99E-05,3.74E-02,,,,
27,1.00E+08,80,100,8,20,1,8,pass,87.14,5.36E-02,1.20E-02,1.33,1.167,9.48E-03,4.12E-05,3.76E-02,,,,
27,1.00E+08,38,30,8,20,1,8,fail,84.11,9.38E-02,1.87E-02,1.23,1.038,4.08E-03,3.44E-05,3.33E-02,,,,
27,1.00E+08,38,40,8,20,1,8,pass,85.56,7.47E-02,1.87E-02,1.253,1.076,4.22E-03,1.71E-05,3.46E-02,,,,
27,1.00E+08,38,50,8,20,1,8,pass,86.38,6.35E-02,1.85E-02,1.268,1.099,4.35E-03,4.38E-06,3.54E-02,,,,
27,1.00E+08,38,62,8,20,1,8,pass,86.95,5.51E-02,1.82E-02,1.282,1.119,4.51E-03,6.19E-06,3.60E-02,,,,
27,1.00E+08,38,70,8,20,1,8,pass,87.17,5.16E-02,1.79E-02,1.29,1.128,4.61E-03,1.38E-05,3.63E-02,,,,
27,1.00E+08,38,76,8,20,1,8,pass,87.28,4.94E-02,1.78E-02,1.295,1.134,4.69E-03,1.57E-05,3.64E-02,,,,
27,1.00E+08,38,82,8,20,1,8,pass,87.38,4.77E-02,1.77E-02,1.299,1.14,4.76E-03,1.30E-05,3.66E-02,,,,
27,1.00E+08,38,88,8,20,1,8,pass,87.42,4.63E-02,1.75E-02,1.304,1.145,4.84E-03,1.69E-05,3.67E-02,,,,
27,1.00E+08,38,92,8,20,1,8,pass,87.44,4.56E-02,1.75E-02,1.307,1.147,4.89E-03,1.82E-05,3.68E-02,,,,
27,1.00E+08,38,96,8,20,1,8,pass,87.46,4.46E-02,1.73E-02,1.31,1.15,4.94E-03,1.73E-05,3.70E-02,,,,
27,1.00E+08,38,104,8,20,1,8,pass,87.5,4.37E-02,1.76E-02,1.315,1.155,5.01E-03,1.64E-05,3.71E-02,,,,
27,1.00E+08,38,108,8,20,1,8,pass,87.48,4.26E-02,1.73E-02,1.318,1.157,5.03E-03,1.67E-05,3.73E-02,,,,
27,1.00E+08,38,114,8,20,1,8,pass,87.47,4.23E-02,1.76E-02,1.321,1.16,5.04E-03,1.70E-05,3.73E-02,,,,
27,1.00E+08,38,120,8,20,1,8,pass,87.41,4.20E-02,1.77E-02,1.325,1.163,5.05E-03,1.22E-05,3.73E-02,,,,
27,1.00E+08,38,128,8,20,1,8,pass,87.36,4.15E-02,1.80E-02,1.33,1.166,5.05E-03,1.40E-05,3.75E-02,,,,
27,1.00E+08,38,136,8,20,1,8,pass,87.29,4.10E-02,1.84E-02,1.334,1.169,5.05E-03,1.42E-05,3.76E-02,,,,
27,1.00E+08,38,146,8,20,1,8,pass,87.17,4.08E-02,1.90E-02,1.34,1.172,5.06E-03,1.17E-05,3.77E-02,,,,
27,1.00E+08,38,156,8,20,1,8,pass,87.05,4.09E-02,1.98E-02,1.345,1.175,5.06E-03,8.00E-06,3.78E-02,,,,
27,1.00E+08,38,166,8,20,1,8,pass,86.89,4.08E-02,2.03E-02,1.35,1.178,5.06E-03,7.54E-06,3.79E-02,,,,
27,1.00E+08,38,176,8,20,1,8,pass,86.75,4.06E-02,2.10E-02,1.355,1.18,5.05E-03,2.89E-06,3.80E-02,,,,
27,1.00E+08,38,100,8,2,1,8,pass,85.53,6.42E-02,2.74E-02,1.328,1.14,5.03E-03,1.53E-05,3.65E-02,,,,
27,1.00E+08,38,100,8,4,1,8,pass,87.34,4.59E-02,1.93E-02,1.31,1.149,5.04E-03,4.00E-06,3.69E-02,,,,
27,1.00E+08,38,100,8,6,1,8,pass,87.53,4.48E-02,1.80E-02,1.309,1.15,5.04E-03,1.56E-05,3.70E-02,,,,
27,1.00E+08,38,100,8,10,1,8,pass,87.54,4.45E-02,1.74E-02,1.311,1.152,5.05E-03,7.86E-07,3.70E-02,,,,
27,1.00E+08,38,100,8,14,1,8,pass,87.54,4.37E-02,1.72E-02,1.311,1.152,5.04E-03,5.60E-06,3.71E-02,,,,
27,1.00E+08,38,100,8,18,1,8,pass,87.52,4.41E-02,1.75E-02,1.312,1.152,4.99E-03,1.16E-05,3.71E-02,,,,
27,1.00E+08,38,100,8,22,1,8,pass,87.47,4.40E-02,1.75E-02,1.313,1.152,4.95E-03,1.87E-05,3.71E-02,,,,
27,1.00E+08,38,100,8,26,1,8,pass,87.4,4.41E-02,1.75E-02,1.314,1.153,4.92E-03,2.21E-05,3.70E-02,,,,
27,1.00E+08,38,100,8,30,1,8,pass,87.36,4.39E-02,1.75E-02,1.315,1.153,4.90E-03,2.43E-05,3.70E-02,,,,
27,1.00E+08,38,100,8,34,1,8,pass,87.3,4.41E-02,1.76E-02,1.316,1.153,4.88E-03,2.38E-05,3.70E-02,,,,
27,1.00E+08,38,100,8,38,1,8,pass,87.28,4.43E-02,1.77E-02,1.316,1.153,4.86E-03,2.52E-05,3.70E-02,,,,
27,1.00E+08,38,100,8,42,1,8,pass,87.22,4.42E-02,1.78E-02,1.317,1.153,4.85E-03,3.01E-05,3.70E-02,,,,
27,1.00E+08,38,100,1,20,1,8,pass,87.22,4.30E-02,2.19E-02,1.314,1.15,4.12E-03,8.74E-06,3.69E-02,,,,
27,1.00E+08,38,100,3,20,1,8,pass,87.52,4.39E-02,1.81E-02,1.313,1.153,4.37E-03,4.81E-05,3.69E-02,,,,
27,1.00E+08,38,100,5,20,1,8,pass,87.53,4.38E-02,1.76E-02,1.312,1.153,4.60E-03,4.97E-05,3.70E-02,,,,
27,1.00E+08,38,100,7,20,1,8,pass,87.52,4.41E-02,1.76E-02,1.312,1.152,4.85E-03,2.59E-05,3.71E-02,,,,
27,1.00E+08,38,100,9,20,1,8,pass,87.45,4.43E-02,1.75E-02,1.313,1.153,5.10E-03,6.86E-06,3.70E-02,,,,
27,1.00E+08,38,100,11,20,1,8,pass,87.45,4.45E-02,1.76E-02,1.312,1.152,5.35E-03,1.16E-07,3.70E-02,,,,
27,1.00E+08,38,100,13,20,1,8,pass,87.42,4.41E-02,1.74E-02,1.313,1.152,5.61E-03,9.15E-06,3.71E-02,,,,
27,1.00E+08,38,100,15,20,1,8,pass,87.38,4.42E-02,1.74E-02,1.313,1.152,5.86E-03,2.03E-05,3.70E-02,,,,
,,,,,,,,,,,,,,,,,,,,
27,1.00E+08,38,100,8,20,1.25,8,pass,87.45,3.25E-02,1.32E-02,1.079,9.48E-01,5.03E-03,1.15E-05,2.45E-02,,,,
27,1.00E+08,38,100,8,20,1.5,8,pass,86.95,2.58E-02,1.09E-02,9.21E-01,8.05E-01,5.04E-03,8.86E-06,1.73E-02,,,,
27,1.00E+08,38,100,8,20,2,8,pass,85.53,1.88E-02,9.05E-03,7.17E-01,6.18E-01,5.03E-03,6.86E-06,9.98E-03,,,,
27,1.00E+08,38,100,8,20,2.5,8,fail,83.81,1.52E-02,8.35E-03,5.93E-01,5.02E-01,5.03E-03,2.23E-06,6.50E-03,,,,
27,5.00E+07,38,100,8,20,1.25,8,pass,85.51,2.98E-02,2.44E-02,1.099,9.42E-01,2.50E-03,2.03E-04,2.38E-02,,,,
27,5.00E+07,38,100,8,20,1.5,8,fail,84.57,2.45E-02,2.18E-02,9.42E-01,7.99E-01,2.53E-03,2.01E-04,1.68E-02,,,,
27,5.00E+07,38,100,8,20,2,8,fail,82.36,1.93E-02,1.96E-02,7.41E-01,6.12E-01,2.55E-03,1.88E-04,9.67E-03,,,,
27,5.00E+07,38,100,8,20,2.5,8,fail,79.92,1.67E-02,1.86E-02,6.18E-01,4.96E-01,2.57E-03,1.84E-04,6.22E-03,,,,
27,1.50E+08,38,100,8,20,1.25,8,pass,85.43,4.87E-02,1.38E-02,1.11,9.55E-01,7.48E-03,7.04E-05,2.47E-02,,,,
27,1.50E+08,38,100,8,20,1.5,8,fail,84.8,3.99E-02,1.23E-02,9.50E-01,8.12E-01,7.49E-03,8.25E-05,1.76E-02,,,,
27,1.50E+08,38,100,8,20,2,8,fail,83.05,3.02E-02,1.12E-02,7.45E-01,6.25E-01,7.49E-03,8.67E-05,1.02E-02,,,,
27,1.50E+08,38,100,8,20,2.5,8,fail,81.02,2.52E-02,1.11E-02,6.19E-01,5.08E-01,7.48E-03,9.93E-05,6.68E-03,,,,
