Temp (0C),Sw.Freq.,MN,MP,M_DRVRN,M_DRVRP,RL(Ohms),No. Phases,Pass/Fail,Eff1(%),HSLoss(W),LSLoss(W),Pin(W),Pout(W),VDD(W),Closs(W),Lloss(W),,,,
27,1.20E+08,34,92,7,18,1,8,pass,86.88,5.11E-02,1.81E-02,1.314,1.146,5.28E-03,1.33E-05,3.68E-02,,,,
27,1.20E+08,38,100,8,20,1,8,pass,86.87,5.13E-02,1.69E-02,1.324,1.155,6.00E-03,1.28E-05,3.71E-02,,,,
27,1.20E+08,41,108,9,22,1,8,pass,86.78,5.13E-02,1.63E-02,1.333,1.162,6.56E-03,1.96E-05,3.74E-02,,,,
27,1.20E+08,44,117,9,23,1,8,pass,86.66,5.15E-02,1.62E-02,1.341,1.168,6.95E-03,2.12E-05,3.76E-02,,,,
27,1.20E+08,47,125,10,25,1,8,pass,86.5,5.21E-02,1.63E-02,1.349,1.174,7.47E-03,2.29E-05,3.78E-02,,,,
27,1.20E+08,50,133,11,27,1,8,pass,86.31,5.28E-02,1.66E-02,1.357,1.178,8.01E-03,2.62E-05,3.79E-02,,,,
27,1.20E+08,53,142,11,28,1,8,pass,86.12,5.35E-02,1.71E-02,1.365,1.183,8.40E-03,2.10E-05,3.80E-02,,,,
27,1.20E+08,56,150,12,30,1,8,pass,85.89,5.43E-02,1.77E-02,1.372,1.186,8.93E-03,3.21E-05,3.82E-02,,,,
27,1.20E+08,59,158,13,32,1,8,pass,85.65,5.53E-02,1.83E-02,1.38,1.19,9.46E-03,3.62E-05,3.83E-02,,,,
27,1.20E+08,62,167,13,33,1,8,pass,85.42,5.63E-02,1.91E-02,1.387,1.193,9.84E-03,3.20E-05,3.84E-02,,,,
27,1.20E+08,66,175,14,35,1,8,pass,85.13,5.78E-02,2.00E-02,1.395,1.196,1.05E-02,3.82E-05,3.86E-02,,,,
27,1.20E+08,69,183,15,37,1,8,fail,84.87,5.92E-02,2.10E-02,1.401,1.199,1.10E-02,3.77E-05,3.87E-02,,,,
27,1.20E+08,72,192,15,38,1,8,fail,84.6,6.05E-02,2.21E-02,1.409,1.201,1.14E-02,3.20E-05,3.87E-02,,,,
27,1.20E+08,75,200,16,40,1,8,fail,84.3,6.19E-02,2.32E-02,1.416,1.203,1.19E-02,4.62E-05,3.88E-02,,,,
27,1.20E+08,78,208,17,42,1,8,fail,84.01,6.34E-02,2.44E-02,1.422,1.205,1.25E-02,4.35E-05,3.89E-02,,,,
,,,,,,,,,,,,,,,,,,,,
27,1.00E+08,4,100,8,20,0.25,8,fail,59.42,1.88E-01,8.07E-01,3.331,1.98,1.31E-03,1.02E-04,2.54E-01,,,,
27,1.00E+08,8,100,8,20,0.25,8,fail,67.81,2.30E-01,5.59E-01,3.719,2.523,1.55E-03,6.30E-05,3.24E-01,,,,
27,1.00E+08,12,100,8,20,0.25,8,fail,71.56,2.51E-01,4.22E-01,3.894,2.788,1.80E-03,3.81E-05,3.57E-01,,,,
27,1.00E+08,16,100,8,20,0.25,8,fail,73.61,2.64E-01,3.40E-01,3.992,2.94,2.07E-03,2.54E-05,3.77E-01,,,,
27,1.00E+08,20,100,8,20,0.25,8,fail,74.88,2.73E-01,2.86E-01,4.055,3.038,2.36E-03,1.76E-05,3.89E-01,,,,
27,1.00E+08,25,100,8,20,0.25,8,fail,75.92,2.81E-01,2.39E-01,4.109,3.122,2.75E-03,1.36E-05,3.99E-01,,,,
27,1.00E+08,30,100,8,20,0.25,8,fail,76.62,2.88E-01,2.06E-01,4.147,3.18,3.17E-03,9.82E-06,4.07E-01,,,,
27,1.00E+08,34,100,8,20,0.25,8,fail,77.04,2.92E-01,1.86E-01,4.17,3.215,3.53E-03,1.18E-05,4.11E-01,,,,
27,1.00E+08,36,100,8,20,0.25,8,fail,77.2,2.94E-01,1.77E-01,4.18,3.23,3.71E-03,1.03E-05,4.13E-01,,,,
27,1.00E+08,40,100,8,20,0.25,8,fail,77.5,2.98E-01,1.63E-01,4.197,3.256,4.08E-03,1.48E-05,4.16E-01,,,,
27,1.00E+08,44,100,8,20,0.25,8,fail,77.73,3.01E-01,1.50E-01,4.212,3.277,4.47E-03,1.49E-05,4.19E-01,,,,
27,1.00E+08,48,100,8,20,0.25,8,fail,77.91,3.05E-01,1.40E-01,4.225,3.295,4.86E-03,1.64E-05,4.21E-01,,,,
27,1.00E+08,56,100,8,20,0.25,8,fail,78.2,3.10E-01,1.23E-01,4.246,3.325,5.68E-03,2.02E-05,4.25E-01,,,,
27,1.00E+08,64,100,8,20,0.25,8,fail,78.4,3.16E-01,1.10E-01,4.263,3.348,6.52E-03,2.13E-05,4.28E-01,,,,
27,1.00E+08,72,100,8,20,0.25,8,fail,78.56,3.20E-01,9.96E-02,4.277,3.366,7.36E-03,2.06E-05,4.30E-01,,,,
27,1.00E+08,80,100,8,20,0.25,8,fail,78.66,3.25E-01,9.09E-02,4.29,3.381,8.23E-03,2.07E-05,4.32E-01,,,,
27,1.00E+08,38,30,8,20,0.25,8,fail,64.25,7.88E-01,1.23E-01,3.453,2.221,3.65E-03,5.51E-05,2.83E-01,,,,
27,1.00E+08,38,40,8,20,0.25,8,fail,69.33,6.23E-01,1.42E-01,3.721,2.582,3.64E-03,3.69E-05,3.29E-01,,,,
27,1.00E+08,38,50,8,20,0.25,8,fail,72.13,5.19E-01,1.52E-01,3.875,2.797,3.65E-03,2.48E-05,3.57E-01,,,,
27,1.00E+08,38,62,8,20,0.25,8,fail,74.22,4.34E-01,1.60E-01,3.993,2.966,3.66E-03,1.43E-05,3.79E-01,,,,
27,1.00E+08,38,70,8,20,0.25,8,fail,75.19,3.92E-01,1.63E-01,4.05,3.048,3.68E-03,7.08E-06,3.90E-01,,,,
27,1.00E+08,38,76,8,20,0.25,8,fail,75.77,3.67E-01,1.65E-01,4.086,3.099,3.71E-03,2.74E-06,3.96E-01,,,,
27,1.00E+08,38,82,8,20,0.25,8,fail,76.26,3.46E-01,1.66E-01,4.117,3.142,3.74E-03,1.35E-06,4.02E-01,,,,
27,1.00E+08,38,88,8,20,0.25,8,fail,76.68,3.27E-01,1.68E-01,4.143,3.18,3.78E-03,4.93E-06,4.07E-01,,,,
27,1.00E+08,38,92,8,20,0.25,8,fail,76.93,3.15E-01,1.68E-01,4.16,3.203,3.81E-03,7.65E-06,4.10E-01,,,,
27,1.00E+08,38,96,8,20,0.25,8,fail,77.16,3.06E-01,1.69E-01,4.175,3.224,3.85E-03,1.08E-05,4.12E-01,,,,
27,1.00E+08,38,104,8,20,0.25,8,fail,77.54,2.87E-01,1.70E-01,4.202,3.262,3.93E-03,1.41E-05,4.17E-01,,,,
27,1.00E+08,38,108,8,20,0.25,8,fail,77.72,2.79E-01,1.71E-01,4.215,3.278,3.97E-03,1.78E-05,4.19E-01,,,,
27,1.00E+08,38,114,8,20,0.25,8,fail,77.95,2.69E-01,1.72E-01,4.232,3.302,4.04E-03,2.17E-05,4.22E-01,,,,
27,1.00E+08,38,120,8,20,0.25,8,fail,78.16,2.59E-01,1.72E-01,4.247,3.323,4.11E-03,2.39E-05,4.25E-01,,,,
27,1.00E+08,38,128,8,20,0.25,8,fail,78.41,2.47E-01,1.72E-01,4.266,3.348,4.21E-03,2.60E-05,4.28E-01,,,,
27,1.00E+08,38,136,8,20,0.25,8,fail,78.61,2.37E-01,1.73E-01,4.284,3.371,4.32E-03,2.75E-05,4.31E-01,,,,
27,1.00E+08,38,146,8,20,0.25,8,fail,78.83,2.27E-01,1.73E-01,4.305,3.397,4.44E-03,2.88E-05,4.34E-01,,,,
27,1.00E+08,38,156,8,20,0.25,8,fail,79.02,2.17E-01,1.74E-01,4.323,3.42,4.56E-03,3.39E-05,4.37E-01,,,,
27,1.00E+08,38,166,8,20,0.25,8,fail,79.19,2.08E-01,1.73E-01,4.339,3.44,4.67E-03,3.57E-05,4.40E-01,,,,
27,1.00E+08,38,176,8,20,0.25,8,fail,79.33,2.00E-01,1.72E-01,4.355,3.459,4.78E-03,3.47E-05,4.42E-01,,,,
27,1.00E+08,38,100,8,2,0.25,8,fail,76.52,3.36E-01,1.70E-01,4.179,3.202,5.07E-03,1.85E-05,4.09E-01,,,,
27,1.00E+08,38,100,8,4,0.25,8,fail,77.2,3.08E-01,1.65E-01,4.181,3.231,5.08E-03,1.10E-05,4.13E-01,,,,
27,1.00E+08,38,100,8,6,0.25,8,fail,77.3,3.02E-01,1.67E-01,4.181,3.236,4.66E-03,1.02E-05,4.14E-01,,,,
27,1.00E+08,38,100,8,10,0.25,8,fail,77.35,2.99E-01,1.69E-01,4.184,3.24,4.21E-03,5.53E-07,4.14E-01,,,,
27,1.00E+08,38,100,8,14,0.25,8,fail,77.37,2.98E-01,1.70E-01,4.186,3.242,4.02E-03,6.18E-06,4.15E-01,,,,
27,1.00E+08,38,100,8,18,0.25,8,fail,77.36,2.95E-01,1.69E-01,4.188,3.243,3.92E-03,9.92E-06,4.15E-01,,,,
27,1.00E+08,38,100,8,22,0.25,8,fail,77.35,2.96E-01,1.70E-01,4.19,3.244,3.86E-03,1.23E-05,4.15E-01,,,,
27,1.00E+08,38,100,8,26,0.25,8,fail,77.34,2.95E-01,1.70E-01,4.191,3.244,3.81E-03,1.49E-05,4.15E-01,,,,
27,1.00E+08,38,100,8,30,0.25,8,fail,77.33,2.95E-01,1.70E-01,4.192,3.245,3.77E-03,1.89E-05,4.15E-01,,,,
27,1.00E+08,38,100,8,34,0.25,8,fail,77.33,2.95E-01,1.71E-01,4.192,3.245,3.75E-03,2.00E-05,4.15E-01,,,,
27,1.00E+08,38,100,8,38,0.25,8,fail,77.32,2.95E-01,1.71E-01,4.193,3.245,3.73E-03,2.20E-05,4.15E-01,,,,
27,1.00E+08,38,100,8,42,0.25,8,fail,77.31,2.94E-01,1.70E-01,4.194,3.246,3.72E-03,2.12E-05,4.15E-01,,,,
27,1.00E+08,38,100,1,20,0.25,8,fail,77.32,2.92E-01,1.77E-01,4.196,3.247,3.36E-03,1.04E-05,4.15E-01,,,,
27,1.00E+08,38,100,3,20,0.25,8,fail,77.35,2.96E-01,1.72E-01,4.19,3.244,3.38E-03,1.39E-05,4.15E-01,,,,
27,1.00E+08,38,100,5,20,0.25,8,fail,77.36,2.95E-01,1.70E-01,4.189,3.244,3.55E-03,2.10E-05,4.15E-01,,,,
27,1.00E+08,38,100,7,20,0.25,8,fail,77.36,2.95E-01,1.70E-01,4.189,3.243,3.78E-03,1.64E-05,4.15E-01,,,,
27,1.00E+08,38,100,9,20,0.25,8,fail,77.36,2.96E-01,1.70E-01,4.189,3.243,4.01E-03,9.92E-06,4.15E-01,,,,
27,1.00E+08,38,100,11,20,0.25,8,fail,77.36,2.95E-01,1.69E-01,4.188,3.243,4.25E-03,6.22E-06,4.15E-01,,,,
27,1.00E+08,38,100,13,20,0.25,8,fail,77.35,2.95E-01,1.69E-01,4.188,3.243,4.49E-03,2.36E-06,4.15E-01,,,,
27,1.00E+08,38,100,15,20,0.25,8,fail,77.36,2.96E-01,1.69E-01,4.188,3.243,4.74E-03,1.78E-06,4.15E-01,,,,
,,,,,,,,,,,,,,,,,,,,
27,1.00E+08,4,100,8,20,0.5,8,fail,71.48,8.38E-02,3.33E-01,2.104,1.505,1.30E-03,1.41E-04,9.61E-02,,,,
27,1.00E+08,8,100,8,20,0.5,8,fail,78.45,9.25E-02,2.01E-01,2.235,1.755,1.59E-03,6.78E-05,1.12E-01,,,,
27,1.00E+08,12,100,8,20,0.5,8,fail,81.1,9.74E-02,1.45E-01,2.29,1.859,1.93E-03,3.94E-05,1.19E-01,,,,
27,1.00E+08,16,100,8,20,0.5,8,fail,82.48,1.02E-01,1.16E-01,2.321,1.916,2.29E-03,2.85E-05,1.22E-01,,,,
27,1.00E+08,20,100,8,20,0.5,8,fail,83.31,1.03E-01,9.47E-02,2.341,1.952,2.68E-03,2.18E-05,1.25E-01,,,,
27,1.00E+08,25,100,8,20,0.5,8,fail,83.95,1.06E-01,7.79E-02,2.359,1.983,3.19E-03,1.10E-05,1.27E-01,,,,
27,1.00E+08,30,100,8,20,0.5,8,fail,84.37,1.09E-01,6.67E-02,2.372,2.004,3.71E-03,9.72E-06,1.28E-01,,,,
27,1.00E+08,34,100,8,20,0.5,8,fail,84.61,1.11E-01,5.97E-02,2.38,2.017,4.13E-03,1.83E-05,1.29E-01,,,,
27,1.00E+08,36,100,8,20,0.5,8,fail,84.71,1.13E-01,5.73E-02,2.383,2.023,4.34E-03,1.84E-05,1.29E-01,,,,
27,1.00E+08,40,100,8,20,0.5,8,fail,84.87,1.14E-01,5.21E-02,2.389,2.032,4.77E-03,2.04E-05,1.30E-01,,,,
27,1.00E+08,44,100,8,20,0.5,8,fail,84.98,1.16E-01,4.77E-02,2.396,2.04,5.19E-03,1.85E-05,1.31E-01,,,,
27,1.00E+08,48,100,8,20,0.5,8,pass,85.07,1.17E-01,4.41E-02,2.401,2.047,5.62E-03,2.65E-05,1.31E-01,,,,
27,1.00E+08,56,100,8,20,0.5,8,pass,85.18,1.21E-01,3.85E-02,2.41,2.058,6.48E-03,3.12E-05,1.32E-01,,,,
27,1.00E+08,64,100,8,20,0.5,8,pass,85.25,1.24E-01,3.43E-02,2.417,2.067,7.34E-03,3.53E-05,1.32E-01,,,,
27,1.00E+08,72,100,8,20,0.5,8,pass,85.25,1.27E-01,3.10E-02,2.425,2.074,8.22E-03,3.51E-05,1.33E-01,,,,
27,1.00E+08,80,100,8,20,0.5,8,pass,85.27,1.29E-01,2.82E-02,2.43,2.08,9.11E-03,4.08E-05,1.33E-01,,,,
27,1.00E+08,38,30,8,20,0.5,8,fail,77.76,2.75E-01,4.96E-02,2.153,1.677,3.74E-03,4.41E-05,1.07E-01,,,,
27,1.00E+08,38,40,8,20,0.5,8,fail,80.45,2.17E-01,5.24E-02,2.23,1.797,3.79E-03,2.74E-05,1.15E-01,,,,
27,1.00E+08,38,50,8,20,0.5,8,fail,82,1.82E-01,5.38E-02,2.277,1.87,3.87E-03,1.49E-05,1.20E-01,,,,
27,1.00E+08,38,62,8,20,0.5,8,fail,83.15,1.55E-01,5.47E-02,2.315,1.928,4.03E-03,3.13E-06,1.23E-01,,,,
27,1.00E+08,38,70,8,20,0.5,8,fail,83.67,1.42E-01,5.49E-02,2.335,1.957,4.15E-03,4.68E-06,1.25E-01,,,,
27,1.00E+08,38,76,8,20,0.5,8,fail,83.98,1.34E-01,5.47E-02,2.348,1.975,4.24E-03,6.37E-06,1.26E-01,,,,
27,1.00E+08,38,82,8,20,0.5,8,fail,84.24,1.27E-01,5.44E-02,2.359,1.991,4.32E-03,1.21E-05,1.27E-01,,,,
27,1.00E+08,38,88,8,20,0.5,8,fail,84.45,1.22E-01,5.44E-02,2.369,2.005,4.40E-03,1.15E-05,1.28E-01,,,,
27,1.00E+08,38,92,8,20,0.5,8,fail,84.58,1.19E-01,5.45E-02,2.375,2.013,4.45E-03,1.88E-05,1.29E-01,,,,
27,1.00E+08,38,96,8,20,0.5,8,fail,84.69,1.15E-01,5.42E-02,2.381,2.02,4.50E-03,1.85E-05,1.29E-01,,,,
27,1.00E+08,38,104,8,20,0.5,8,fail,84.89,1.10E-01,5.38E-02,2.392,2.034,4.60E-03,2.02E-05,1.30E-01,,,,
27,1.00E+08,38,108,8,20,0.5,8,fail,84.97,1.08E-01,5.38E-02,2.397,2.04,4.65E-03,2.27E-05,1.31E-01,,,,
27,1.00E+08,38,114,8,20,0.5,8,pass,85.08,1.05E-01,5.37E-02,2.404,2.049,4.72E-03,2.13E-05,1.31E-01,,,,
27,1.00E+08,38,120,8,20,0.5,8,pass,85.16,1.02E-01,5.32E-02,2.411,2.057,4.80E-03,1.95E-05,1.32E-01,,,,
27,1.00E+08,38,128,8,20,0.5,8,pass,85.25,9.94E-02,5.34E-02,2.42,2.067,4.88E-03,2.29E-05,1.32E-01,,,,
27,1.00E+08,38,136,8,20,0.5,8,pass,85.33,9.68E-02,5.32E-02,2.428,2.076,4.96E-03,2.27E-05,1.33E-01,,,,
27,1.00E+08,38,146,8,20,0.5,8,pass,85.41,9.40E-02,5.30E-02,2.437,2.085,5.03E-03,2.18E-05,1.34E-01,,,,
27,1.00E+08,38,156,8,20,0.5,8,pass,85.45,9.18E-02,5.27E-02,2.446,2.094,5.07E-03,2.03E-05,1.34E-01,,,,
27,1.00E+08,38,166,8,20,0.5,8,pass,85.46,9.01E-02,5.29E-02,2.455,2.102,5.08E-03,1.74E-05,1.35E-01,,,,
27,1.00E+08,38,176,8,20,0.5,8,pass,85.47,8.88E-02,5.31E-02,2.462,2.109,5.08E-03,2.10E-05,1.35E-01,,,,
27,1.00E+08,38,100,8,2,0.5,8,fail,83.57,1.39E-01,6.08E-02,2.39,2.002,5.05E-03,1.51E-05,1.28E-01,,,,
27,1.00E+08,38,100,8,4,0.5,8,fail,84.71,1.18E-01,5.28E-02,2.38,2.02,5.06E-03,4.14E-06,1.29E-01,,,,
27,1.00E+08,38,100,8,6,0.5,8,fail,84.8,1.15E-01,5.25E-02,2.381,2.024,5.03E-03,1.95E-05,1.30E-01,,,,
27,1.00E+08,38,100,8,10,0.5,8,fail,84.84,1.13E-01,5.32E-02,2.383,2.026,4.81E-03,8.77E-07,1.30E-01,,,,
27,1.00E+08,38,100,8,14,0.5,8,fail,84.83,1.13E-01,5.35E-02,2.385,2.027,4.67E-03,1.17E-05,1.30E-01,,,,
27,1.00E+08,38,100,8,18,0.5,8,fail,84.81,1.13E-01,5.40E-02,2.386,2.027,4.58E-03,1.79E-05,1.30E-01,,,,
27,1.00E+08,38,100,8,22,0.5,8,fail,84.78,1.12E-01,5.40E-02,2.387,2.028,4.52E-03,2.13E-05,1.30E-01,,,,
27,1.00E+08,38,100,8,26,0.5,8,fail,84.76,1.12E-01,5.41E-02,2.388,2.028,4.47E-03,2.04E-05,1.30E-01,,,,
27,1.00E+08,38,100,8,30,0.5,8,fail,84.73,1.12E-01,5.46E-02,2.389,2.028,4.43E-03,2.60E-05,1.30E-01,,,,
27,1.00E+08,38,100,8,34,0.5,8,fail,84.7,1.12E-01,5.48E-02,2.39,2.028,4.40E-03,2.72E-05,1.30E-01,,,,
27,1.00E+08,38,100,8,38,0.5,8,fail,84.68,1.12E-01,5.50E-02,2.391,2.028,4.37E-03,3.00E-05,1.30E-01,,,,
27,1.00E+08,38,100,8,42,0.5,8,fail,84.66,1.12E-01,5.48E-02,2.391,2.028,4.36E-03,3.17E-05,1.30E-01,,,,
27,1.00E+08,38,100,1,20,0.5,8,fail,84.76,1.06E-01,6.23E-02,2.389,2.028,3.83E-03,6.44E-06,1.30E-01,,,,
27,1.00E+08,38,100,3,20,0.5,8,fail,84.76,1.13E-01,5.58E-02,2.388,2.028,4.00E-03,3.55E-05,1.30E-01,,,,
27,1.00E+08,38,100,5,20,0.5,8,fail,84.8,1.12E-01,5.47E-02,2.387,2.028,4.19E-03,4.15E-05,1.30E-01,,,,
27,1.00E+08,38,100,7,20,0.5,8,fail,84.8,1.13E-01,5.44E-02,2.387,2.028,4.43E-03,2.76E-05,1.30E-01,,,,
27,1.00E+08,38,100,9,20,0.5,8,fail,84.79,1.13E-01,5.39E-02,2.386,2.028,4.67E-03,9.61E-06,1.30E-01,,,,
27,1.00E+08,38,100,11,20,0.5,8,fail,84.8,1.13E-01,5.40E-02,2.386,2.027,4.92E-03,5.43E-06,1.30E-01,,,,
27,1.00E+08,38,100,13,20,0.5,8,fail,84.77,1.13E-01,5.36E-02,2.386,2.027,5.17E-03,3.27E-06,1.30E-01,,,,
27,1.00E+08,38,100,15,20,0.5,8,fail,84.79,1.13E-01,5.37E-02,2.385,2.027,5.41E-03,2.78E-06,1.30E-01,,,,
,,,,,,,,,,,,,,,,,,,,
27,1.00E+08,4,100,8,20,0.75,8,fail,76.41,5.17E-02,1.87E-01,1.563,1.195,1.35E-03,1.35E-04,5.06E-02,,,,
27,1.00E+08,8,100,8,20,0.75,8,fail,82.08,5.52E-02,1.07E-01,1.617,1.329,1.71E-03,6.89E-05,5.67E-02,,,,
27,1.00E+08,12,100,8,20,0.75,8,fail,84.14,5.77E-02,7.49E-02,1.641,1.383,2.10E-03,3.39E-05,5.89E-02,,,,
27,1.00E+08,16,100,8,20,0.75,8,pass,85.21,5.90E-02,5.79E-02,1.654,1.412,2.50E-03,2.86E-05,6.03E-02,,,,
27,1.00E+08,20,100,8,20,0.75,8,pass,85.82,6.06E-02,4.74E-02,1.664,1.43,2.91E-03,1.88E-05,6.12E-02,,,,
27,1.00E+08,25,100,8,20,0.75,8,pass,86.28,6.28E-02,3.88E-02,1.672,1.446,3.44E-03,1.34E-05,6.18E-02,,,,
27,1.00E+08,30,100,8,20,0.75,8,pass,86.55,6.45E-02,3.31E-02,1.679,1.457,3.96E-03,6.81E-06,6.22E-02,,,,
27,1.00E+08,34,100,8,20,0.75,8,pass,86.74,6.55E-02,2.96E-02,1.683,1.464,4.40E-03,1.24E-05,6.26E-02,,,,
27,1.00E+08,36,100,8,20,0.75,8,pass,86.78,6.61E-02,2.81E-02,1.685,1.467,4.61E-03,1.51E-05,6.27E-02,,,,
27,1.00E+08,40,100,8,20,0.75,8,pass,86.86,6.73E-02,2.57E-02,1.689,1.472,5.05E-03,1.97E-05,6.29E-02,,,,
27,1.00E+08,44,100,8,20,0.75,8,pass,86.93,6.82E-02,2.37E-02,1.692,1.476,5.49E-03,2.26E-05,6.31E-02,,,,
27,1.00E+08,48,100,8,20,0.75,8,pass,86.97,6.91E-02,2.21E-02,1.695,1.479,5.92E-03,2.30E-05,6.32E-02,,,,
27,1.00E+08,56,100,8,20,0.75,8,pass,87.03,7.08E-02,1.96E-02,1.7,1.485,6.79E-03,2.88E-05,6.35E-02,,,,
27,1.00E+08,64,100,8,20,0.75,8,pass,87.02,7.27E-02,1.79E-02,1.704,1.49,7.67E-03,3.50E-05,6.37E-02,,,,
27,1.00E+08,72,100,8,20,0.75,8,pass,86.97,7.45E-02,1.66E-02,1.709,1.494,8.54E-03,3.98E-05,6.37E-02,,,,
27,1.00E+08,80,100,8,20,0.75,8,pass,86.91,7.60E-02,1.57E-02,1.713,1.497,9.41E-03,4.35E-05,6.39E-02,,,,
27,1.00E+08,38,30,8,20,0.75,8,fail,82.14,1.48E-01,2.74E-02,1.562,1.286,3.91E-03,4.07E-05,5.49E-02,,,,
27,1.00E+08,38,40,8,20,0.75,8,fail,84.01,1.18E-01,2.81E-02,1.6,1.347,4.04E-03,2.32E-05,5.76E-02,,,,
27,1.00E+08,38,50,8,20,0.75,8,pass,85.07,9.99E-02,2.82E-02,1.624,1.385,4.18E-03,8.84E-06,5.92E-02,,,,
27,1.00E+08,38,62,8,20,0.75,8,pass,85.85,8.63E-02,2.80E-02,1.645,1.416,4.35E-03,1.31E-06,6.06E-02,,,,
27,1.00E+08,38,70,8,20,0.75,8,pass,86.19,8.03E-02,2.79E-02,1.656,1.431,4.45E-03,4.49E-06,6.11E-02,,,,
27,1.00E+08,38,76,8,20,0.75,8,pass,86.38,7.69E-02,2.78E-02,1.663,1.441,4.53E-03,1.16E-05,6.15E-02,,,,
27,1.00E+08,38,82,8,20,0.75,8,pass,86.54,7.25E-02,2.70E-02,1.67,1.449,4.60E-03,1.45E-05,6.21E-02,,,,
27,1.00E+08,38,88,8,20,0.75,8,pass,86.66,7.09E-02,2.73E-02,1.676,1.456,4.68E-03,1.47E-05,6.22E-02,,,,
27,1.00E+08,38,92,8,20,0.75,8,pass,86.74,6.93E-02,2.71E-02,1.68,1.461,4.73E-03,1.32E-05,6.25E-02,,,,
27,1.00E+08,38,96,8,20,0.75,8,pass,86.79,6.81E-02,2.72E-02,1.683,1.465,4.78E-03,1.43E-05,6.26E-02,,,,
27,1.00E+08,38,104,8,20,0.75,8,pass,86.88,6.51E-02,2.67E-02,1.69,1.473,4.88E-03,1.64E-05,6.30E-02,,,,
27,1.00E+08,38,108,8,20,0.75,8,pass,86.9,6.57E-02,2.73E-02,1.694,1.476,4.93E-03,1.64E-05,6.30E-02,,,,
27,1.00E+08,38,114,8,20,0.75,8,pass,86.95,6.30E-02,2.65E-02,1.698,1.481,4.98E-03,1.69E-05,6.34E-02,,,,
27,1.00E+08,38,120,8,20,0.75,8,pass,86.98,6.22E-02,2.67E-02,1.703,1.485,5.03E-03,1.60E-05,6.36E-02,,,,
27,1.00E+08,38,128,8,20,0.75,8,pass,86.97,6.10E-02,2.66E-02,1.709,1.491,5.06E-03,1.56E-05,6.37E-02,,,,
27,1.00E+08,38,136,8,20,0.75,8,pass,86.95,6.02E-02,2.68E-02,1.715,1.496,5.07E-03,1.39E-05,6.39E-02,,,,
27,1.00E+08,38,146,8,20,0.75,8,pass,86.92,5.93E-02,2.71E-02,1.721,1.501,5.06E-03,1.49E-05,6.42E-02,,,,
27,1.00E+08,38,156,8,20,0.75,8,pass,86.87,5.86E-02,2.75E-02,1.728,1.505,5.06E-03,1.42E-05,6.44E-02,,,,
27,1.00E+08,38,166,8,20,0.75,8,pass,86.8,5.79E-02,2.80E-02,1.734,1.509,5.06E-03,1.35E-05,6.46E-02,,,,
27,1.00E+08,38,176,8,20,0.75,8,pass,86.71,5.77E-02,2.87E-02,1.74,1.513,5.06E-03,1.10E-05,6.47E-02,,,,
27,1.00E+08,38,100,8,2,0.75,8,pass,85.17,8.95E-02,3.56E-02,1.697,1.449,5.04E-03,1.43E-05,6.18E-02,,,,
27,1.00E+08,38,100,8,4,0.75,8,pass,86.65,7.03E-02,2.75E-02,1.683,1.462,5.05E-03,3.67E-06,6.25E-02,,,,
27,1.00E+08,38,100,8,6,0.75,8,pass,86.83,6.86E-02,2.63E-02,1.683,1.465,5.05E-03,1.98E-05,6.27E-02,,,,
27,1.00E+08,38,100,8,10,0.75,8,pass,86.89,6.75E-02,2.65E-02,1.684,1.468,5.01E-03,1.42E-06,6.28E-02,,,,
27,1.00E+08,38,100,8,14,0.75,8,pass,86.87,6.68E-02,2.65E-02,1.686,1.469,4.94E-03,7.93E-06,6.28E-02,,,,
27,1.00E+08,38,100,8,18,0.75,8,pass,86.85,6.64E-02,2.67E-02,1.687,1.469,4.87E-03,1.47E-05,6.29E-02,,,,
27,1.00E+08,38,100,8,22,0.75,8,pass,86.83,6.65E-02,2.70E-02,1.687,1.469,4.80E-03,1.70E-05,6.29E-02,,,,
27,1.00E+08,38,100,8,26,0.75,8,pass,86.79,6.68E-02,2.73E-02,1.688,1.469,4.76E-03,2.13E-05,6.27E-02,,,,
27,1.00E+08,38,100,8,30,0.75,8,pass,86.76,6.61E-02,2.72E-02,1.689,1.469,4.72E-03,2.47E-05,6.29E-02,,,,
27,1.00E+08,38,100,8,34,0.75,8,pass,86.72,6.64E-02,2.73E-02,1.69,1.47,4.70E-03,2.87E-05,6.28E-02,,,,
27,1.00E+08,38,100,8,38,0.75,8,pass,86.68,6.60E-02,2.73E-02,1.691,1.47,4.68E-03,3.10E-05,6.29E-02,,,,
27,1.00E+08,38,100,8,42,0.75,8,pass,86.64,6.59E-02,2.74E-02,1.692,1.47,4.67E-03,3.16E-05,6.28E-02,,,,
27,1.00E+08,38,100,1,20,0.75,8,pass,86.77,6.12E-02,3.35E-02,1.688,1.468,4.04E-03,7.08E-06,6.27E-02,,,,
27,1.00E+08,38,100,3,20,0.75,8,pass,86.87,6.55E-02,2.82E-02,1.688,1.47,4.25E-03,4.39E-05,6.28E-02,,,,
27,1.00E+08,38,100,5,20,0.75,8,pass,86.85,6.62E-02,2.73E-02,1.688,1.47,4.46E-03,4.27E-05,6.27E-02,,,,
27,1.00E+08,38,100,7,20,0.75,8,pass,86.84,6.66E-02,2.70E-02,1.687,1.469,4.71E-03,2.29E-05,6.28E-02,,,,
